OTU,Domain,Clade1,Class,Order,Family,Genus,Species,WTU.domain,WTU.clade1,WTU.class,WTU.order,WTU.family,WTU.genus,WTU.species
OTU14190,Eukaryota,Streptophyta,NA,Caryophyllales,Nyctaginaceae,Boerhavia,Boerhavia diffusa,2,4,5,13,28,166,375
OTU20446,Eukaryota,Streptophyta,NA,Caryophyllales,Nyctaginaceae,Boerhavia,Boerhavia diffusa,2,4,5,13,28,166,375
OTU14339,Eukaryota,Streptophyta,NA,Caryophyllales,Nyctaginaceae,Boerhavia,Boerhavia diffusa,2,4,5,13,28,166,375
OTU23860,Eukaryota,Streptophyta,NA,Caryophyllales,Nyctaginaceae,Boerhavia,Boerhavia diffusa,2,4,5,13,28,166,375
OTU19981,Eukaryota,Streptophyta,NA,Caryophyllales,Nyctaginaceae,Boerhavia,Boerhavia diffusa,2,4,5,13,28,166,375
OTU19204,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Hordeum,Hordeum stenostachys,2,4,4,7,10,47,109
OTU20905,Eukaryota,Streptophyta,NA,Caryophyllales,Nyctaginaceae,Boerhavia,Boerhavia diffusa,2,4,5,13,28,166,375
OTU22233,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU20200,Eukaryota,Streptophyta,NA,Caryophyllales,Nyctaginaceae,Boerhavia,Boerhavia diffusa,2,4,5,13,28,166,375
OTU21019,Eukaryota,Streptophyta,NA,Caryophyllales,Nyctaginaceae,Boerhavia,Boerhavia diffusa,2,4,5,13,28,166,375
OTU18011,Eukaryota,Streptophyta,NA,Caryophyllales,Nyctaginaceae,Boerhavia,Boerhavia diffusa,2,4,5,13,28,166,375
OTU16435,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Eriochloa,Eriochloa polystachya,2,4,4,7,10,42,98
OTU11835,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU10612,Eukaryota,Streptophyta,NA,Caryophyllales,Nyctaginaceae,Boerhavia,Boerhavia diffusa,2,4,5,13,28,166,375
OTU1036,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum capillare,2,4,4,7,10,55,119
OTU18838,Eukaryota,Streptophyta,NA,Caryophyllales,Nyctaginaceae,Boerhavia,Boerhavia diffusa,2,4,5,13,28,166,375
OTU15124,Eukaryota,Streptophyta,NA,Caryophyllales,Nyctaginaceae,Boerhavia,Boerhavia diffusa,2,4,5,13,28,166,375
OTU13906,Eukaryota,Streptophyta,NA,Caryophyllales,Nyctaginaceae,Boerhavia,Boerhavia diffusa,2,4,5,13,28,166,375
OTU18588,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Eriochloa,Eriochloa polystachya,2,4,4,7,10,42,98
OTU17521,Eukaryota,Streptophyta,NA,Caryophyllales,Nyctaginaceae,Boerhavia,Boerhavia diffusa,2,4,5,13,28,166,375
OTU18428,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU23435,Eukaryota,Streptophyta,NA,Caryophyllales,Nyctaginaceae,Boerhavia,Boerhavia diffusa,2,4,5,13,28,166,375
OTU13598,Eukaryota,Streptophyta,NA,Caryophyllales,Nyctaginaceae,Boerhavia,Boerhavia diffusa,2,4,5,13,28,166,375
OTU9927,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Urochloa,Urochloa platynota,2,4,4,7,10,67,150
OTU16906,Eukaryota,Streptophyta,NA,Caryophyllales,Nyctaginaceae,Boerhavia,Boerhavia diffusa,2,4,5,13,28,166,375
OTU15290,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Eriochloa,Eriochloa polystachya,2,4,4,7,10,42,98
OTU23052,Eukaryota,Streptophyta,NA,Caryophyllales,Nyctaginaceae,Boerhavia,Boerhavia diffusa,2,4,5,13,28,166,375
OTU23449,Eukaryota,Streptophyta,NA,Caryophyllales,Nyctaginaceae,Boerhavia,Boerhavia diffusa,2,4,5,13,28,166,375
OTU11540,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Hordeum,Hordeum stenostachys,2,4,4,7,10,47,109
OTU23162,Eukaryota,Streptophyta,NA,Caryophyllales,Nyctaginaceae,Boerhavia,Boerhavia diffusa,2,4,5,13,28,166,375
OTU7977,Eukaryota,Streptophyta,NA,Caryophyllales,Nyctaginaceae,Boerhavia,Boerhavia diffusa,2,4,5,13,28,166,375
OTU19042,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Eriochloa,Eriochloa polystachya,2,4,4,7,10,42,98
OTU13498,Eukaryota,Streptophyta,NA,Caryophyllales,Nyctaginaceae,Boerhavia,Boerhavia diffusa,2,4,5,13,28,166,375
OTU19662,Eukaryota,Streptophyta,NA,Caryophyllales,Nyctaginaceae,Boerhavia,Boerhavia diffusa,2,4,5,13,28,166,375
OTU16045,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU20755,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU8591,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum miliaceum,2,4,4,7,10,55,122
OTU1644,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Rayjacksonia,Rayjacksonia phyllocephala,2,4,5,10,13,110,237
OTU1160,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,3,6,7,38,73,271,684
OTU3024,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Isocoma,Isocoma pluriflora,2,4,5,10,13,94,207
OTU3364,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Isocoma,Isocoma menziesii,2,4,5,10,13,94,206
OTU3165,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,3,6,7,38,73,271,684
OTU3118,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Isocoma,Isocoma pluriflora,2,4,5,10,13,94,207
OTU2804,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Rayjacksonia,Rayjacksonia phyllocephala,2,4,5,10,13,110,237
OTU6677,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Isocoma,Isocoma menziesii,2,4,5,10,13,94,206
OTU3574,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Isocoma,Isocoma menziesii,2,4,5,10,13,94,206
OTU3751,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Isocoma,Isocoma pluriflora,2,4,5,10,13,94,207
OTU5059,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Isocoma,Isocoma pluriflora,2,4,5,10,13,94,207
OTU4783,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,3,6,7,38,73,271,684
OTU7070,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Isocoma,Isocoma menziesii,2,4,5,10,13,94,206
OTU4187,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Rayjacksonia,Rayjacksonia phyllocephala,2,4,5,10,13,110,237
OTU6216,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Isocoma,Isocoma menziesii,2,4,5,10,13,94,206
OTU9007,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Isocoma,Isocoma menziesii,2,4,5,10,13,94,206
OTU7670,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Isocoma,Isocoma menziesii,2,4,5,10,13,94,206
OTU9538,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Isocoma,Isocoma menziesii,2,4,5,10,13,94,206
OTU6158,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Isocoma,Isocoma menziesii,2,4,5,10,13,94,206
OTU13583,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Isocoma,Isocoma menziesii,2,4,5,10,13,94,206
OTU10880,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Isocoma,Isocoma pluriflora,2,4,5,10,13,94,207
OTU5182,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Isocoma,Isocoma menziesii,2,4,5,10,13,94,206
OTU11078,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Isocoma,Isocoma menziesii,2,4,5,10,13,94,206
OTU4993,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Isocoma,Isocoma menziesii,2,4,5,10,13,94,206
OTU7342,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Isocoma,Isocoma menziesii,2,4,5,10,13,94,206
OTU15983,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Isocoma,Isocoma pluriflora,2,4,5,10,13,94,207
OTU22078,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Isocoma,Isocoma menziesii,2,4,5,10,13,94,206
OTU19872,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Isocoma,Isocoma menziesii,2,4,5,10,13,94,206
OTU7626,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Isocoma,Isocoma pluriflora,2,4,5,10,13,94,207
OTU12712,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Isocoma,Isocoma menziesii,2,4,5,10,13,94,206
OTU11505,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Isocoma,Isocoma menziesii,2,4,5,10,13,94,206
OTU11174,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Isocoma,Isocoma menziesii,2,4,5,10,13,94,206
OTU8733,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Isocoma,Isocoma menziesii,2,4,5,10,13,94,206
OTU17208,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Isocoma,Isocoma menziesii,2,4,5,10,13,94,206
OTU11119,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Isocoma,Isocoma menziesii,2,4,5,10,13,94,206
OTU15097,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Isocoma,Isocoma menziesii,2,4,5,10,13,94,206
OTU10608,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Isocoma,Isocoma menziesii,2,4,5,10,13,94,206
OTU19032,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Isocoma,Isocoma pluriflora,2,4,5,10,13,94,207
OTU23358,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Isocoma,Isocoma menziesii,2,4,5,10,13,94,206
OTU15120,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Isocoma,Isocoma menziesii,2,4,5,10,13,94,206
OTU20156,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Isocoma,Isocoma menziesii,2,4,5,10,13,94,206
OTU21387,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Isocoma,Isocoma pluriflora,2,4,5,10,13,94,207
OTU11523,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Isocoma,Isocoma menziesii,2,4,5,10,13,94,206
OTU9274,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Isocoma,Isocoma menziesii,2,4,5,10,13,94,206
OTU14367,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Isocoma,Isocoma menziesii,2,4,5,10,13,94,206
OTU20322,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Isocoma,Isocoma menziesii,2,4,5,10,13,94,206
OTU16604,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Isocoma,Isocoma menziesii,2,4,5,10,13,94,206
OTU10991,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Isocoma,Isocoma menziesii,2,4,5,10,13,94,206
OTU14358,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Isocoma,Isocoma menziesii,2,4,5,10,13,94,206
OTU10085,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Isocoma,Isocoma menziesii,2,4,5,10,13,94,206
OTU21057,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Isocoma,Isocoma menziesii,2,4,5,10,13,94,206
OTU18184,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Isocoma,Isocoma pluriflora,2,4,5,10,13,94,207
OTU20034,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Isocoma,Isocoma menziesii,2,4,5,10,13,94,206
OTU12899,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Isocoma,Isocoma menziesii,2,4,5,10,13,94,206
OTU13006,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Isocoma,Isocoma menziesii,2,4,5,10,13,94,206
OTU17643,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Isocoma,Isocoma menziesii,2,4,5,10,13,94,206
OTU12013,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Isocoma,Isocoma menziesii,2,4,5,10,13,94,206
OTU21827,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Isocoma,Isocoma menziesii,2,4,5,10,13,94,206
OTU16007,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Isocoma,Isocoma pluriflora,2,4,5,10,13,94,207
OTU19425,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Isocoma,Isocoma menziesii,2,4,5,10,13,94,206
OTU15828,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Isocoma,Isocoma menziesii,2,4,5,10,13,94,206
OTU17324,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Isocoma,Isocoma menziesii,2,4,5,10,13,94,206
OTU15778,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Isocoma,Isocoma menziesii,2,4,5,10,13,94,206
OTU20375,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Isocoma,Isocoma menziesii,2,4,5,10,13,94,206
OTU20514,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Isocoma,Isocoma menziesii,2,4,5,10,13,94,206
OTU13669,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Isocoma,Isocoma pluriflora,2,4,5,10,13,94,207
OTU17583,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Isocoma,Isocoma menziesii,2,4,5,10,13,94,206
OTU19529,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Isocoma,Isocoma pluriflora,2,4,5,10,13,94,207
OTU22674,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Isocoma,Isocoma menziesii,2,4,5,10,13,94,206
OTU23237,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Isocoma,Isocoma menziesii,2,4,5,10,13,94,206
OTU23622,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Isocoma,Isocoma menziesii,2,4,5,10,13,94,206
OTU20393,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Isocoma,Isocoma pluriflora,2,4,5,10,13,94,207
OTU17797,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Isocoma,Isocoma menziesii,2,4,5,10,13,94,206
OTU23418,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Isocoma,Isocoma menziesii,2,4,5,10,13,94,206
OTU14434,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Isocoma,Isocoma menziesii,2,4,5,10,13,94,206
OTU18558,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Isocoma,Isocoma pluriflora,2,4,5,10,13,94,207
OTU12788,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Isocoma,Isocoma pluriflora,2,4,5,10,13,94,207
OTU15320,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Isocoma,Isocoma menziesii,2,4,5,10,13,94,206
OTU21625,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Isocoma,Isocoma menziesii,2,4,5,10,13,94,206
OTU18317,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Isocoma,Isocoma menziesii,2,4,5,10,13,94,206
OTU14362,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Isocoma,Isocoma menziesii,2,4,5,10,13,94,206
OTU17182,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Isocoma,Isocoma menziesii,2,4,5,10,13,94,206
OTU15553,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Isocoma,Isocoma menziesii,2,4,5,10,13,94,206
OTU17259,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Isocoma,Isocoma menziesii,2,4,5,10,13,94,206
OTU22001,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Isocoma,Isocoma menziesii,2,4,5,10,13,94,206
OTU19239,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Isocoma,Isocoma pluriflora,2,4,5,10,13,94,207
OTU14511,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Isocoma,Isocoma menziesii,2,4,5,10,13,94,206
OTU21163,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Isocoma,Isocoma menziesii,2,4,5,10,13,94,206
OTU12694,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Isocoma,Isocoma menziesii,2,4,5,10,13,94,206
OTU16569,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Isocoma,Isocoma menziesii,2,4,5,10,13,94,206
OTU12211,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Isocoma,Isocoma menziesii,2,4,5,10,13,94,206
OTU15167,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Isocoma,Isocoma menziesii,2,4,5,10,13,94,206
OTU13453,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Isocoma,Isocoma menziesii,2,4,5,10,13,94,206
OTU20710,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Isocoma,Isocoma menziesii,2,4,5,10,13,94,206
OTU14225,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Isocoma,Isocoma menziesii,2,4,5,10,13,94,206
OTU17450,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Isocoma,Isocoma menziesii,2,4,5,10,13,94,206
OTU22996,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Isocoma,Isocoma menziesii,2,4,5,10,13,94,206
OTU266,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Bouteloua,Bouteloua barbata,2,4,4,7,10,26,56
OTU632,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Bouteloua,Bouteloua barbata,2,4,4,7,10,26,56
OTU1587,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Bouteloua,Bouteloua barbata,2,4,4,7,10,26,56
OTU1358,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Bouteloua,Bouteloua barbata,2,4,4,7,10,26,56
OTU1481,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Bouteloua,Bouteloua barbata,2,4,4,7,10,26,56
OTU1578,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Bouteloua,Bouteloua barbata,2,4,4,7,10,26,56
OTU2061,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Bouteloua,Bouteloua barbata,2,4,4,7,10,26,56
OTU2190,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Bouteloua,Bouteloua barbata,2,4,4,7,10,26,56
OTU1604,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Bouteloua,Bouteloua barbata,2,4,4,7,10,26,56
OTU1228,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Bouteloua,Bouteloua barbata,2,4,4,7,10,26,56
OTU2323,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Bouteloua,Bouteloua barbata,2,4,4,7,10,26,56
OTU1802,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Bouteloua,Bouteloua barbata,2,4,4,7,10,26,56
OTU2852,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Bouteloua,Bouteloua barbata,2,4,4,7,10,26,56
OTU2026,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Bouteloua,Bouteloua barbata,2,4,4,7,10,26,56
OTU1411,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Bouteloua,Bouteloua barbata,2,4,4,7,10,26,56
OTU2288,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Bouteloua,Bouteloua barbata,2,4,4,7,10,26,56
OTU1732,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Bouteloua,Bouteloua barbata,2,4,4,7,10,26,56
OTU2043,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Bouteloua,Bouteloua barbata,2,4,4,7,10,26,56
OTU2055,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Bouteloua,Bouteloua barbata,2,4,4,7,10,26,56
OTU2110,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Bouteloua,Bouteloua barbata,2,4,4,7,10,26,56
OTU2774,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Bouteloua,Bouteloua barbata,2,4,4,7,10,26,56
OTU1860,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Bouteloua,Bouteloua barbata,2,4,4,7,10,26,56
OTU1816,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Bouteloua,Bouteloua barbata,2,4,4,7,10,26,56
OTU2075,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Bouteloua,Bouteloua barbata,2,4,4,7,10,26,56
OTU2499,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Bouteloua,Bouteloua barbata,2,4,4,7,10,26,56
OTU2466,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Bouteloua,Bouteloua barbata,2,4,4,7,10,26,56
OTU2666,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Bouteloua,Bouteloua barbata,2,4,4,7,10,26,56
OTU2394,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Bouteloua,Bouteloua barbata,2,4,4,7,10,26,56
OTU6888,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Bouteloua,Bouteloua barbata,2,4,4,7,10,26,56
OTU6822,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Bouteloua,Bouteloua barbata,2,4,4,7,10,26,56
OTU3379,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Bouteloua,Bouteloua barbata,2,4,4,7,10,26,56
OTU3287,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Bouteloua,Bouteloua barbata,2,4,4,7,10,26,56
OTU2544,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Bouteloua,Bouteloua barbata,2,4,4,7,10,26,56
OTU1927,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Bouteloua,Bouteloua barbata,2,4,4,7,10,26,56
OTU2496,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Bouteloua,Bouteloua barbata,2,4,4,7,10,26,56
OTU2009,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Bouteloua,Bouteloua barbata,2,4,4,7,10,26,56
OTU3259,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Bouteloua,Bouteloua barbata,2,4,4,7,10,26,56
OTU2178,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Bouteloua,Bouteloua barbata,2,4,4,7,10,26,56
OTU3083,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Bouteloua,Bouteloua barbata,2,4,4,7,10,26,56
OTU1981,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Bouteloua,Bouteloua barbata,2,4,4,7,10,26,56
OTU3039,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Bouteloua,Bouteloua barbata,2,4,4,7,10,26,56
OTU1979,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Bouteloua,Bouteloua barbata,2,4,4,7,10,26,56
OTU2459,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Bouteloua,Bouteloua barbata,2,4,4,7,10,26,56
OTU2113,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Bouteloua,Bouteloua barbata,2,4,4,7,10,26,56
OTU3666,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Bouteloua,Bouteloua barbata,2,4,4,7,10,26,56
OTU2236,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Bouteloua,Bouteloua barbata,2,4,4,7,10,26,56
OTU3010,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Bouteloua,Bouteloua barbata,2,4,4,7,10,26,56
OTU2432,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Bouteloua,Bouteloua barbata,2,4,4,7,10,26,56
OTU3074,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Bouteloua,Bouteloua barbata,2,4,4,7,10,26,56
OTU2197,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Bouteloua,Bouteloua barbata,2,4,4,7,10,26,56
OTU3042,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Bouteloua,Bouteloua barbata,2,4,4,7,10,26,56
OTU3239,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Bouteloua,Bouteloua barbata,2,4,4,7,10,26,56
OTU2731,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Bouteloua,Bouteloua barbata,2,4,4,7,10,26,56
OTU2486,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Bouteloua,Bouteloua barbata,2,4,4,7,10,26,56
OTU3295,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Bouteloua,Bouteloua barbata,2,4,4,7,10,26,56
OTU2798,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Bouteloua,Bouteloua barbata,2,4,4,7,10,26,56
OTU2836,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Bouteloua,Bouteloua barbata,2,4,4,7,10,26,56
OTU3607,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Bouteloua,Bouteloua barbata,2,4,4,7,10,26,56
OTU4746,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Bouteloua,Bouteloua barbata,2,4,4,7,10,26,56
OTU11439,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Bouteloua,Bouteloua barbata,2,4,4,7,10,26,56
OTU4745,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Bouteloua,Bouteloua barbata,2,4,4,7,10,26,56
OTU3994,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Bouteloua,Bouteloua barbata,2,4,4,7,10,26,56
OTU4981,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Bouteloua,Bouteloua barbata,2,4,4,7,10,26,56
OTU4805,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Bouteloua,Bouteloua barbata,2,4,4,7,10,26,56
OTU3422,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Bouteloua,Bouteloua barbata,2,4,4,7,10,26,56
OTU3938,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Bouteloua,Bouteloua barbata,2,4,4,7,10,26,56
OTU3141,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Bouteloua,Bouteloua barbata,2,4,4,7,10,26,56
OTU3134,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Bouteloua,Bouteloua barbata,2,4,4,7,10,26,56
OTU6558,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Bouteloua,Bouteloua barbata,2,4,4,7,10,26,56
OTU2557,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Bouteloua,Bouteloua barbata,2,4,4,7,10,26,56
OTU3829,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Bouteloua,Bouteloua barbata,2,4,4,7,10,26,56
OTU6604,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Bouteloua,Bouteloua barbata,2,4,4,7,10,26,56
OTU6640,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Bouteloua,Bouteloua barbata,2,4,4,7,10,26,56
