"WeeTU","Sample","Reads"
"305.WeeTU","S008857",4
"417.WeeTU","S008857",1
"380.WeeTU","S008857",1
"465.WeeTU","S008857",2
"910.WeeTU","S008857",2
"523.WeeTU","S008857",2
"872.WeeTU","S008857",2
"429.WeeTU","S008857",1
"286.WeeTU","S008857",3
"1.WeeTU","S008857",4910
"531.WeeTU","S008857",8
"343.WeeTU","S008857",84
"537.WeeTU","S008857",5
"445.WeeTU","S008857",1
"58.WeeTU","S008857",340
"78.WeeTU","S008857",372
"824.WeeTU","S008857",3
"326.WeeTU","S008857",16
"884.WeeTU","S008857",1
"720.WeeTU","S008857",3
"17.WeeTU","S008856",292
"7.WeeTU","S008856",76
"33.WeeTU","S008856",247
"43.WeeTU","S008856",2
"29.WeeTU","S008856",68
"104.WeeTU","S008856",28
"297.WeeTU","S008856",3
"281.WeeTU","S008856",4
"497.WeeTU","S008856",1
"117.WeeTU","S008856",93
"366.WeeTU","S008856",2
"339.WeeTU","S008856",2
"632.WeeTU","S008856",1
"424.WeeTU","S008856",1
"671.WeeTU","S008856",4
"361.WeeTU","S008856",5
"446.WeeTU","S008856",3
"405.WeeTU","S008856",4
"556.WeeTU","S008856",2
"122.WeeTU","S008856",4
"551.WeeTU","S008856",1
"465.WeeTU","S008856",1
"532.WeeTU","S008856",2
"278.WeeTU","S008856",9
"872.WeeTU","S008856",2
"429.WeeTU","S008856",1
"425.WeeTU","S008856",2
"511.WeeTU","S008856",11
"785.WeeTU","S008856",2
"1.WeeTU","S008856",3069
"174.WeeTU","S008856",11
"781.WeeTU","S008856",10
"531.WeeTU","S008856",20
"343.WeeTU","S008856",18
"537.WeeTU","S008856",6
"6.WeeTU","S008856",150
"352.WeeTU","S008856",6
"634.WeeTU","S008856",1
"11.WeeTU","S008856",24
"547.WeeTU","S008856",15
"726.WeeTU","S008856",3
"451.WeeTU","S008856",1
"297.WeeTU","S008855",2
"281.WeeTU","S008855",3
"497.WeeTU","S008855",3
"366.WeeTU","S008855",2
"420.WeeTU","S008855",2
"339.WeeTU","S008855",2
"632.WeeTU","S008855",2
"424.WeeTU","S008855",1
"671.WeeTU","S008855",2
"361.WeeTU","S008855",6
"446.WeeTU","S008855",1
"434.WeeTU","S008855",1
"556.WeeTU","S008855",1
"305.WeeTU","S008855",1
"417.WeeTU","S008855",1
"910.WeeTU","S008855",1
"523.WeeTU","S008855",1
"429.WeeTU","S008855",1
"609.WeeTU","S008855",1
"1.WeeTU","S008855",669
"34.WeeTU","S008855",1
"7.WeeTU","S008854",298
"33.WeeTU","S008854",232
"756.WeeTU","S008854",265
"297.WeeTU","S008854",2
"281.WeeTU","S008854",3
"497.WeeTU","S008854",2
"366.WeeTU","S008854",4
"339.WeeTU","S008854",1
"632.WeeTU","S008854",1
"424.WeeTU","S008854",4
"671.WeeTU","S008854",2
"446.WeeTU","S008854",2
"434.WeeTU","S008854",4
"405.WeeTU","S008854",3
"556.WeeTU","S008854",1
"122.WeeTU","S008854",1
"305.WeeTU","S008854",1
"417.WeeTU","S008854",1
"380.WeeTU","S008854",2
"465.WeeTU","S008854",1
"523.WeeTU","S008854",1
"145.WeeTU","S008854",32
"872.WeeTU","S008854",1
"429.WeeTU","S008854",1
"812.WeeTU","S008854",1
"452.WeeTU","S008854",2
"1.WeeTU","S008854",1009
"174.WeeTU","S008854",6
"781.WeeTU","S008854",3
"343.WeeTU","S008854",8
"445.WeeTU","S008854",5
"6.WeeTU","S008854",62
"352.WeeTU","S008854",4
"634.WeeTU","S008854",1
"2.WeeTU","S008854",62
"367.WeeTU","S008854",1
"631.WeeTU","S008854",5
"702.WeeTU","S008854",2
"7.WeeTU","S008847",41
"43.WeeTU","S008847",22
"297.WeeTU","S008847",3
"281.WeeTU","S008847",3
"420.WeeTU","S008847",2
"339.WeeTU","S008847",2
"424.WeeTU","S008847",2
"361.WeeTU","S008847",1
"446.WeeTU","S008847",3
"405.WeeTU","S008847",2
"417.WeeTU","S008847",1
"551.WeeTU","S008847",3
"465.WeeTU","S008847",3
"188.WeeTU","S008847",2
"154.WeeTU","S008847",16
"1.WeeTU","S008847",5181
"174.WeeTU","S008847",18
"781.WeeTU","S008847",14
"531.WeeTU","S008847",7
"343.WeeTU","S008847",4
"537.WeeTU","S008847",1
"199.WeeTU","S008847",3
"38.WeeTU","S008847",96
"58.WeeTU","S008847",107
"824.WeeTU","S008847",1
"326.WeeTU","S008847",1
"453.WeeTU","S008847",2
"297.WeeTU","S008846",1
"497.WeeTU","S008846",2
"366.WeeTU","S008846",3
"420.WeeTU","S008846",4
"424.WeeTU","S008846",1
"671.WeeTU","S008846",1
"361.WeeTU","S008846",2
"446.WeeTU","S008846",1
"434.WeeTU","S008846",2
"405.WeeTU","S008846",1
"556.WeeTU","S008846",1
"305.WeeTU","S008846",1
"551.WeeTU","S008846",1
"532.WeeTU","S008846",1
"910.WeeTU","S008846",1
"1.WeeTU","S008846",8310
"824.WeeTU","S008846",5
"451.WeeTU","S008846",1
"29.WeeTU","S008845",184
"281.WeeTU","S008845",2
"497.WeeTU","S008845",1
"366.WeeTU","S008845",1
"339.WeeTU","S008845",2
"424.WeeTU","S008845",3
"671.WeeTU","S008845",1
"361.WeeTU","S008845",2
"434.WeeTU","S008845",1
"556.WeeTU","S008845",1
"305.WeeTU","S008845",1
"417.WeeTU","S008845",2
"380.WeeTU","S008845",1
"910.WeeTU","S008845",1
"176.WeeTU","S008845",24
"191.WeeTU","S008845",24
"785.WeeTU","S008845",4
"1.WeeTU","S008845",2596
"343.WeeTU","S008845",19
"6.WeeTU","S008845",76
"726.WeeTU","S008845",2
"7.WeeTU","S008844",55
"43.WeeTU","S008844",35
"297.WeeTU","S008844",1
"281.WeeTU","S008844",2
"420.WeeTU","S008844",2
"339.WeeTU","S008844",2
"632.WeeTU","S008844",3
"671.WeeTU","S008844",1
"556.WeeTU","S008844",2
"305.WeeTU","S008844",1
"380.WeeTU","S008844",1
"465.WeeTU","S008844",2
"532.WeeTU","S008844",1
"910.WeeTU","S008844",1
"872.WeeTU","S008844",1
"609.WeeTU","S008844",1
"169.WeeTU","S008844",22
"1.WeeTU","S008844",2851
"101.WeeTU","S008844",100
"174.WeeTU","S008844",22
"781.WeeTU","S008844",18
"531.WeeTU","S008844",9
"343.WeeTU","S008844",6
"637.WeeTU","S008844",6
"537.WeeTU","S008844",2
"199.WeeTU","S008844",1
"445.WeeTU","S008844",1
"7.WeeTU","S008837",355
"29.WeeTU","S008837",30
"297.WeeTU","S008837",2
"420.WeeTU","S008837",2
"632.WeeTU","S008837",2
"424.WeeTU","S008837",2
"671.WeeTU","S008837",1
"361.WeeTU","S008837",4
"446.WeeTU","S008837",2
"434.WeeTU","S008837",4
"405.WeeTU","S008837",1
"556.WeeTU","S008837",3
"305.WeeTU","S008837",1
"417.WeeTU","S008837",1
"532.WeeTU","S008837",1
"208.WeeTU","S008837",16
"286.WeeTU","S008837",1
"785.WeeTU","S008837",1
"1.WeeTU","S008837",928
"343.WeeTU","S008837",36
"445.WeeTU","S008837",7
"20.WeeTU","S008837",82
"149.WeeTU","S008837",6
"475.WeeTU","S008837",13
"443.WeeTU","S008837",3
"406.WeeTU","S008837",2
"358.WeeTU","S008837",2
"438.WeeTU","S008837",3
"241.WeeTU","S008837",2
"4.WeeTU","S008836",9
"9.WeeTU","S008836",40
"43.WeeTU","S008836",14
"28.WeeTU","S008836",64
"22.WeeTU","S008836",11
"69.WeeTU","S008836",544
"135.WeeTU","S008836",572
"756.WeeTU","S008836",31
"98.WeeTU","S008836",535
"77.WeeTU","S008836",4
"125.WeeTU","S008836",153
"297.WeeTU","S008836",3
"281.WeeTU","S008836",1
"497.WeeTU","S008836",1
"366.WeeTU","S008836",1
"200.WeeTU","S008836",169
"671.WeeTU","S008836",2
"446.WeeTU","S008836",1
"434.WeeTU","S008836",2
"405.WeeTU","S008836",3
"556.WeeTU","S008836",2
"465.WeeTU","S008836",2
"532.WeeTU","S008836",1
"689.WeeTU","S008836",44
"910.WeeTU","S008836",2
"523.WeeTU","S008836",1
"145.WeeTU","S008836",6
"770.WeeTU","S008836",2
"797.WeeTU","S008836",5
"323.WeeTU","S008836",5
"707.WeeTU","S008836",1
"684.WeeTU","S008836",5
"616.WeeTU","S008836",4
"538.WeeTU","S008836",2
"667.WeeTU","S008836",3
"1.WeeTU","S008836",831
"174.WeeTU","S008836",43
"781.WeeTU","S008836",42
"531.WeeTU","S008836",3
"343.WeeTU","S008836",5
"199.WeeTU","S008836",2
"352.WeeTU","S008836",31
"2.WeeTU","S008836",80
"14.WeeTU","S008836",41
"367.WeeTU","S008836",2
"115.WeeTU","S008836",2
"863.WeeTU","S008836",1
"750.WeeTU","S008836",1
"884.WeeTU","S008836",1
"33.WeeTU","S008835",2
"28.WeeTU","S008835",24
"22.WeeTU","S008835",2
"297.WeeTU","S008835",5
"281.WeeTU","S008835",2
"497.WeeTU","S008835",2
"366.WeeTU","S008835",2
"420.WeeTU","S008835",2
"632.WeeTU","S008835",1
"671.WeeTU","S008835",2
"361.WeeTU","S008835",2
"434.WeeTU","S008835",1
"405.WeeTU","S008835",1
"556.WeeTU","S008835",2
"417.WeeTU","S008835",1
"380.WeeTU","S008835",1
"523.WeeTU","S008835",1
"192.WeeTU","S008835",3
"609.WeeTU","S008835",1
"1.WeeTU","S008835",1591
"174.WeeTU","S008835",1
"531.WeeTU","S008835",7
"343.WeeTU","S008835",2
"199.WeeTU","S008835",5
"259.WeeTU","S008835",18
"698.WeeTU","S008835",1
"2.WeeTU","S008835",1089
"12.WeeTU","S008835",10
"58.WeeTU","S008835",87
"458.WeeTU","S008835",1
"481.WeeTU","S008835",57
"295.WeeTU","S008835",1
"367.WeeTU","S008835",16
"115.WeeTU","S008835",26
"672.WeeTU","S008835",19
"78.WeeTU","S008835",2
"456.WeeTU","S008835",1
"331.WeeTU","S008835",2
"210.WeeTU","S008835",2
"824.WeeTU","S008835",1
"326.WeeTU","S008835",2
"376.WeeTU","S008835",2
"310.WeeTU","S008835",3
"691.WeeTU","S008835",1
"722.WeeTU","S008835",2
"419.WeeTU","S008835",2
"7.WeeTU","S008834",1
"69.WeeTU","S008834",1
"297.WeeTU","S008834",1
"281.WeeTU","S008834",1
"497.WeeTU","S008834",1
"632.WeeTU","S008834",2
"424.WeeTU","S008834",1
"446.WeeTU","S008834",2
"405.WeeTU","S008834",1
"551.WeeTU","S008834",1
"523.WeeTU","S008834",1
"1.WeeTU","S008834",583
"531.WeeTU","S008834",1
"343.WeeTU","S008834",2
"33.WeeTU","S008827",1657
"43.WeeTU","S008827",431
"297.WeeTU","S008827",2
"281.WeeTU","S008827",2
"497.WeeTU","S008827",1
"420.WeeTU","S008827",1
"339.WeeTU","S008827",1
"632.WeeTU","S008827",1
"424.WeeTU","S008827",1
"671.WeeTU","S008827",2
"361.WeeTU","S008827",1
"446.WeeTU","S008827",4
"434.WeeTU","S008827",1
"556.WeeTU","S008827",3
"305.WeeTU","S008827",3
"417.WeeTU","S008827",1
"551.WeeTU","S008827",1
"465.WeeTU","S008827",1
"532.WeeTU","S008827",1
"910.WeeTU","S008827",1
"342.WeeTU","S008827",2
"391.WeeTU","S008827",15
"1.WeeTU","S008827",2981
"101.WeeTU","S008827",3
"174.WeeTU","S008827",14
"781.WeeTU","S008827",13
"531.WeeTU","S008827",2
"199.WeeTU","S008827",4
"6.WeeTU","S008827",201
"259.WeeTU","S008827",9
"352.WeeTU","S008827",8
"634.WeeTU","S008827",6
"16.WeeTU","S008826",153
"33.WeeTU","S008826",145
"43.WeeTU","S008826",2
"28.WeeTU","S008826",1504
"297.WeeTU","S008826",1
"281.WeeTU","S008826",2
"497.WeeTU","S008826",2
"366.WeeTU","S008826",3
"420.WeeTU","S008826",1
"339.WeeTU","S008826",1
"632.WeeTU","S008826",3
"424.WeeTU","S008826",4
"671.WeeTU","S008826",2
"361.WeeTU","S008826",4
"434.WeeTU","S008826",2
"556.WeeTU","S008826",4
"122.WeeTU","S008826",109
"305.WeeTU","S008826",1
"417.WeeTU","S008826",1
"551.WeeTU","S008826",3
"380.WeeTU","S008826",2
"532.WeeTU","S008826",1
"910.WeeTU","S008826",1
"342.WeeTU","S008826",17
"433.WeeTU","S008826",2
"1.WeeTU","S008826",2327
"174.WeeTU","S008826",2
"531.WeeTU","S008826",8
"343.WeeTU","S008826",1
"199.WeeTU","S008826",2
"6.WeeTU","S008826",13
"352.WeeTU","S008826",9
"2.WeeTU","S008826",31
"824.WeeTU","S008826",2
"453.WeeTU","S008826",1
"884.WeeTU","S008826",2
"10.WeeTU","S008825",1
"16.WeeTU","S008825",5
"43.WeeTU","S008825",3
"28.WeeTU","S008825",1
"297.WeeTU","S008825",1
"281.WeeTU","S008825",3
"497.WeeTU","S008825",6
"366.WeeTU","S008825",1
"339.WeeTU","S008825",1
"632.WeeTU","S008825",1
"424.WeeTU","S008825",1
"671.WeeTU","S008825",1
"361.WeeTU","S008825",6
"446.WeeTU","S008825",1
"556.WeeTU","S008825",1
"417.WeeTU","S008825",2
"380.WeeTU","S008825",1
"465.WeeTU","S008825",1
"872.WeeTU","S008825",1
"1.WeeTU","S008825",905
"101.WeeTU","S008825",1
"781.WeeTU","S008825",1
"343.WeeTU","S008825",1
"2.WeeTU","S008825",1545
"481.WeeTU","S008825",26
"608.WeeTU","S008825",3
"295.WeeTU","S008825",4
"367.WeeTU","S008825",32
"672.WeeTU","S008825",2
"679.WeeTU","S008825",2
"891.WeeTU","S008825",3
"331.WeeTU","S008825",12
"710.WeeTU","S008825",1
"210.WeeTU","S008825",2
"750.WeeTU","S008825",3
"693.WeeTU","S008825",1
"675.WeeTU","S008825",2
"251.WeeTU","S008825",3
"293.WeeTU","S008825",2
"722.WeeTU","S008825",2
"98.WeeTU","S008824",64
"297.WeeTU","S008824",1
"281.WeeTU","S008824",1
"497.WeeTU","S008824",1
"366.WeeTU","S008824",2
"632.WeeTU","S008824",3
"200.WeeTU","S008824",11
"671.WeeTU","S008824",2
"361.WeeTU","S008824",2
"446.WeeTU","S008824",3
"405.WeeTU","S008824",2
"305.WeeTU","S008824",1
"417.WeeTU","S008824",1
"551.WeeTU","S008824",1
"380.WeeTU","S008824",1
"910.WeeTU","S008824",1
"872.WeeTU","S008824",2
"797.WeeTU","S008824",1
"1.WeeTU","S008824",620
"781.WeeTU","S008824",1
"352.WeeTU","S008824",1
