"WeeTU","Sample","Reads"
"405.WeeTU","S009078",1
"551.WeeTU","S009078",1
"380.WeeTU","S009078",1
"465.WeeTU","S009078",2
"532.WeeTU","S009078",2
"523.WeeTU","S009078",2
"42.WeeTU","S009078",2621
"231.WeeTU","S009078",14
"255.WeeTU","S009078",9
"715.WeeTU","S009078",4
"397.WeeTU","S009078",3
"497.WeeTU","S009039",1
"366.WeeTU","S009039",2
"420.WeeTU","S009039",3
"632.WeeTU","S009039",2
"671.WeeTU","S009039",1
"361.WeeTU","S009039",1
"405.WeeTU","S009039",4
"417.WeeTU","S009039",1
"380.WeeTU","S009039",1
"465.WeeTU","S009039",1
"910.WeeTU","S009039",1
"188.WeeTU","S009039",12
"50.WeeTU","S009024",1953
"297.WeeTU","S009024",1
"497.WeeTU","S009024",1
"366.WeeTU","S009024",1
"420.WeeTU","S009024",1
"339.WeeTU","S009024",1
"632.WeeTU","S009024",2
"671.WeeTU","S009024",3
"434.WeeTU","S009024",2
"405.WeeTU","S009024",1
"305.WeeTU","S009024",1
"551.WeeTU","S009024",2
"380.WeeTU","S009024",1
"465.WeeTU","S009024",1
"532.WeeTU","S009024",2
"214.WeeTU","S009024",30
"340.WeeTU","S009024",11
"77.WeeTU","S009056",385
"281.WeeTU","S009056",1
"497.WeeTU","S009056",2
"366.WeeTU","S009056",1
"420.WeeTU","S009056",1
"339.WeeTU","S009056",3
"632.WeeTU","S009056",1
"424.WeeTU","S009056",1
"361.WeeTU","S009056",5
"434.WeeTU","S009056",4
"405.WeeTU","S009056",1
"556.WeeTU","S009056",3
"305.WeeTU","S009056",1
"417.WeeTU","S009056",3
"380.WeeTU","S009056",1
"465.WeeTU","S009056",1
"523.WeeTU","S009056",1
"429.WeeTU","S009056",1
"345.WeeTU","S009056",11
"297.WeeTU","S008831",1
"281.WeeTU","S008831",1
"366.WeeTU","S008831",1
"420.WeeTU","S008831",2
"339.WeeTU","S008831",3
"424.WeeTU","S008831",1
"671.WeeTU","S008831",1
"556.WeeTU","S008831",1
"305.WeeTU","S008831",1
"417.WeeTU","S008831",1
"551.WeeTU","S008831",2
"380.WeeTU","S008831",1
"910.WeeTU","S008831",1
"872.WeeTU","S008831",2
"27.WeeTU","S008831",3349
"788.WeeTU","S008831",5
"602.WeeTU","S008831",2
"4.WeeTU","S008852",1
"297.WeeTU","S008852",2
"281.WeeTU","S008852",2
"497.WeeTU","S008852",4
"420.WeeTU","S008852",3
"339.WeeTU","S008852",3
"632.WeeTU","S008852",2
"424.WeeTU","S008852",1
"361.WeeTU","S008852",1
"434.WeeTU","S008852",1
"305.WeeTU","S008852",1
"532.WeeTU","S008852",3
"872.WeeTU","S008852",1
"812.WeeTU","S008852",1
"32.WeeTU","S008852",4065
"262.WeeTU","S008852",33
"97.WeeTU","S008853",388
"123.WeeTU","S008853",230
"297.WeeTU","S008853",1
"497.WeeTU","S008853",3
"87.WeeTU","S008853",190
"339.WeeTU","S008853",1
"632.WeeTU","S008853",3
"424.WeeTU","S008853",1
"671.WeeTU","S008853",1
"336.WeeTU","S008853",128
"249.WeeTU","S008853",110
"551.WeeTU","S008853",1
"826.WeeTU","S008853",35
"609.WeeTU","S008853",1
"189.WeeTU","S008853",25
"473.WeeTU","S008853",23
"641.WeeTU","S008853",11
"297.WeeTU","S008823",2
"281.WeeTU","S008823",1
"497.WeeTU","S008823",3
"366.WeeTU","S008823",3
"420.WeeTU","S008823",2
"339.WeeTU","S008823",1
"632.WeeTU","S008823",3
"424.WeeTU","S008823",3
"361.WeeTU","S008823",1
"405.WeeTU","S008823",1
"417.WeeTU","S008823",1
"551.WeeTU","S008823",2
"380.WeeTU","S008823",1
"465.WeeTU","S008823",1
"429.WeeTU","S008823",1
"603.WeeTU","S008823",3
"297.WeeTU","S009079",1
"281.WeeTU","S009079",1
"497.WeeTU","S009079",2
"420.WeeTU","S009079",1
"339.WeeTU","S009079",4
"632.WeeTU","S009079",1
"424.WeeTU","S009079",1
"446.WeeTU","S009079",2
"434.WeeTU","S009079",1
"405.WeeTU","S009079",1
"556.WeeTU","S009079",1
"551.WeeTU","S009079",1
"61.WeeTU","S009079",2776
"178.WeeTU","S009079",27
"595.WeeTU","S009079",3
"628.WeeTU","S009079",11
"17.WeeTU","S008840",999
"35.WeeTU","S008840",1
"71.WeeTU","S008840",1
"104.WeeTU","S008840",15
"117.WeeTU","S008840",108
"339.WeeTU","S008840",3
"424.WeeTU","S008840",1
"671.WeeTU","S008840",3
"361.WeeTU","S008840",1
"446.WeeTU","S008840",2
"405.WeeTU","S008840",1
"305.WeeTU","S008840",1
"551.WeeTU","S008840",1
"532.WeeTU","S008840",2
"910.WeeTU","S008840",4
"278.WeeTU","S008840",48
"872.WeeTU","S008840",1
"429.WeeTU","S008840",1
"425.WeeTU","S008840",19
"911.WeeTU","S008840",4
"844.WeeTU","S008840",2
"218.WeeTU","S008840",12
"280.WeeTU","S008840",3
"168.WeeTU","S008840",20
"856.WeeTU","S008840",2
"297.WeeTU","S008850",3
"497.WeeTU","S008850",2
"420.WeeTU","S008850",3
"339.WeeTU","S008850",1
"671.WeeTU","S008850",1
"405.WeeTU","S008850",1
"114.WeeTU","S008850",101
"551.WeeTU","S008850",1
"380.WeeTU","S008850",1
"465.WeeTU","S008850",1
"429.WeeTU","S008850",1
"93.WeeTU","S008850",621
"904.WeeTU","S008850",33
"21.WeeTU","S008851",1962
"297.WeeTU","S008851",1
"281.WeeTU","S008851",1
"339.WeeTU","S008851",2
"632.WeeTU","S008851",2
"671.WeeTU","S008851",3
"305.WeeTU","S008851",1
"551.WeeTU","S008851",2
"872.WeeTU","S008851",1
"351.WeeTU","S008851",9
"669.WeeTU","S008851",3
"513.WeeTU","S008851",2
"581.WeeTU","S008851",2
"529.WeeTU","S008851",2
"488.WeeTU","S008851",2
"398.WeeTU","S008851",2
"813.WeeTU","S008851",2
"876.WeeTU","S008851",2
"536.WeeTU","S008851",2
"416.WeeTU","S008851",2
"355.WeeTU","S008851",2
"704.WeeTU","S008851",2
"804.WeeTU","S008851",2
"365.WeeTU","S008851",2
"353.WeeTU","S008851",2
"193.WeeTU","S008851",17
"767.WeeTU","S008851",2
"739.WeeTU","S008851",5
"17.WeeTU","S008842",1
"73.WeeTU","S008842",631
"89.WeeTU","S008842",440
"297.WeeTU","S008842",5
"281.WeeTU","S008842",1
"366.WeeTU","S008842",1
"420.WeeTU","S008842",3
"339.WeeTU","S008842",1
"632.WeeTU","S008842",1
"424.WeeTU","S008842",3
"671.WeeTU","S008842",1
"361.WeeTU","S008842",1
"446.WeeTU","S008842",1
"434.WeeTU","S008842",1
"405.WeeTU","S008842",2
"114.WeeTU","S008842",1
"556.WeeTU","S008842",1
"571.WeeTU","S008842",121
"305.WeeTU","S008842",1
"417.WeeTU","S008842",1
"551.WeeTU","S008842",1
"465.WeeTU","S008842",1
"910.WeeTU","S008842",2
"523.WeeTU","S008842",1
"324.WeeTU","S008842",9
"539.WeeTU","S008842",8
"93.WeeTU","S008842",19
"163.WeeTU","S008842",38
"663.WeeTU","S008842",7
"904.WeeTU","S008842",2
"625.WeeTU","S008842",8
"30.WeeTU","S008841",11
"54.WeeTU","S008841",12
"39.WeeTU","S008841",2
"64.WeeTU","S008841",846
"76.WeeTU","S008841",522
"89.WeeTU","S008841",2
"297.WeeTU","S008841",1
"281.WeeTU","S008841",1
"366.WeeTU","S008841",1
"632.WeeTU","S008841",1
"424.WeeTU","S008841",2
"671.WeeTU","S008841",1
"446.WeeTU","S008841",1
"114.WeeTU","S008841",9
"556.WeeTU","S008841",1
"305.WeeTU","S008841",2
"417.WeeTU","S008841",2
"118.WeeTU","S008841",103
"380.WeeTU","S008841",1
"523.WeeTU","S008841",1
"312.WeeTU","S008841",22
"180.WeeTU","S008841",14
"234.WeeTU","S008841",10
"621.WeeTU","S008841",8
"225.WeeTU","S008841",8
"724.WeeTU","S008841",5
"692.WeeTU","S008841",4
"827.WeeTU","S008841",2
"695.WeeTU","S008841",2
"3.WeeTU","S008841",96
"5.WeeTU","S008841",9
"698.WeeTU","S008841",1
"106.WeeTU","S008841",158
"93.WeeTU","S008841",55
"143.WeeTU","S008841",84
"107.WeeTU","S008841",125
"554.WeeTU","S008841",1
"110.WeeTU","S008841",1
"757.WeeTU","S008841",6
"629.WeeTU","S008841",3
"703.WeeTU","S008841",4
"721.WeeTU","S008841",2
"17.WeeTU","S008822",20
"18.WeeTU","S008822",66
"297.WeeTU","S008822",1
"281.WeeTU","S008822",1
"497.WeeTU","S008822",1
"339.WeeTU","S008822",2
"632.WeeTU","S008822",3
"424.WeeTU","S008822",2
"556.WeeTU","S008822",1
"417.WeeTU","S008822",1
"551.WeeTU","S008822",1
"872.WeeTU","S008822",2
"303.WeeTU","S008822",6
"670.WeeTU","S008822",3
"93.WeeTU","S008822",10
"904.WeeTU","S008822",3
"281.WeeTU","S008830",2
"497.WeeTU","S008830",1
"366.WeeTU","S008830",2
"339.WeeTU","S008830",2
"424.WeeTU","S008830",3
"671.WeeTU","S008830",2
"361.WeeTU","S008830",1
"446.WeeTU","S008830",2
"405.WeeTU","S008830",1
"305.WeeTU","S008830",1
"417.WeeTU","S008830",1
"551.WeeTU","S008830",1
"380.WeeTU","S008830",1
"465.WeeTU","S008830",1
"532.WeeTU","S008830",1
"910.WeeTU","S008830",1
"523.WeeTU","S008830",1
"25.WeeTU","S008830",4242
"793.WeeTU","S008830",2
"57.WeeTU","S008821",1161
"297.WeeTU","S008821",2
"339.WeeTU","S008821",1
"671.WeeTU","S008821",1
"446.WeeTU","S008821",1
"434.WeeTU","S008821",1
"305.WeeTU","S008821",1
"417.WeeTU","S008821",1
"429.WeeTU","S008821",1
"20.WeeTU","S008821",119
"141.WeeTU","S008821",44
"297.WeeTU","S009046",1
"281.WeeTU","S009046",4
"497.WeeTU","S009046",1
"366.WeeTU","S009046",1
"420.WeeTU","S009046",1
"632.WeeTU","S009046",3
"671.WeeTU","S009046",3
"361.WeeTU","S009046",1
"446.WeeTU","S009046",1
"434.WeeTU","S009046",2
"556.WeeTU","S009046",1
"305.WeeTU","S009046",1
"417.WeeTU","S009046",1
"551.WeeTU","S009046",2
"380.WeeTU","S009046",1
"910.WeeTU","S009046",4
"523.WeeTU","S009046",1
"248.WeeTU","S009046",4
"297.WeeTU","S009036",1
"281.WeeTU","S009036",2
"497.WeeTU","S009036",1
"366.WeeTU","S009036",2
"420.WeeTU","S009036",1
"339.WeeTU","S009036",2
"632.WeeTU","S009036",3
"424.WeeTU","S009036",2
"671.WeeTU","S009036",1
"361.WeeTU","S009036",2
"446.WeeTU","S009036",1
"434.WeeTU","S009036",1
"405.WeeTU","S009036",2
"556.WeeTU","S009036",1
"305.WeeTU","S009036",2
"417.WeeTU","S009036",1
"465.WeeTU","S009036",1
"532.WeeTU","S009036",2
"523.WeeTU","S009036",1
"872.WeeTU","S009036",1
"609.WeeTU","S009036",2
"12.WeeTU","S009036",5950
"175.WeeTU","S009036",45
"403.WeeTU","S009036",28
"633.WeeTU","S009036",16
"512.WeeTU","S009036",61
"530.WeeTU","S009036",7
"217.WeeTU","S009036",35
"653.WeeTU","S009036",6
"525.WeeTU","S009036",4
"297.WeeTU","S009034",1
"281.WeeTU","S009034",2
"366.WeeTU","S009034",1
"420.WeeTU","S009034",1
"424.WeeTU","S009034",1
"671.WeeTU","S009034",1
"446.WeeTU","S009034",1
"434.WeeTU","S009034",2
"102.WeeTU","S009034",149
"405.WeeTU","S009034",2
"417.WeeTU","S009034",1
"551.WeeTU","S009034",2
"532.WeeTU","S009034",1
"429.WeeTU","S009034",1
"12.WeeTU","S009034",1
"297.WeeTU","S009026",1
"281.WeeTU","S009026",2
"497.WeeTU","S009026",2
"366.WeeTU","S009026",2
"420.WeeTU","S009026",3
"339.WeeTU","S009026",4
"632.WeeTU","S009026",3
"424.WeeTU","S009026",1
"446.WeeTU","S009026",1
"434.WeeTU","S009026",2
"405.WeeTU","S009026",3
"556.WeeTU","S009026",1
"465.WeeTU","S009026",1
"910.WeeTU","S009026",1
"523.WeeTU","S009026",1
"872.WeeTU","S009026",1
"20.WeeTU","S009026",1
"3.WeeTU","S009026",13298
"110.WeeTU","S009026",74
"814.WeeTU","S009026",8
"887.WeeTU","S009026",2
"29.WeeTU","S008833",19
"297.WeeTU","S008833",2
"281.WeeTU","S008833",1
"497.WeeTU","S008833",2
"420.WeeTU","S008833",1
"632.WeeTU","S008833",1
"424.WeeTU","S008833",1
"671.WeeTU","S008833",2
"446.WeeTU","S008833",2
"434.WeeTU","S008833",1
"405.WeeTU","S008833",1
"103.WeeTU","S008833",134
"136.WeeTU","S008833",120
"305.WeeTU","S008833",1
"551.WeeTU","S008833",1
"131.WeeTU","S008833",64
"523.WeeTU","S008833",1
"211.WeeTU","S008833",19
"93.WeeTU","S008833",15
"25.WeeTU","S008833",41
"108.WeeTU","S008833",159
"411.WeeTU","S008833",5
"281.WeeTU","S008832",1
"497.WeeTU","S008832",2
"366.WeeTU","S008832",3
"420.WeeTU","S008832",2
"339.WeeTU","S008832",3
"632.WeeTU","S008832",1
"424.WeeTU","S008832",1
"361.WeeTU","S008832",2
"446.WeeTU","S008832",3
"434.WeeTU","S008832",1
"405.WeeTU","S008832",2
"556.WeeTU","S008832",3
"417.WeeTU","S008832",3
"465.WeeTU","S008832",1
"532.WeeTU","S008832",1
"523.WeeTU","S008832",1
"609.WeeTU","S008832",1
"812.WeeTU","S008832",1
"34.WeeTU","S008832",2103
"130.WeeTU","S008832",137
"162.WeeTU","S008832",27
"880.WeeTU","S008832",11
"713.WeeTU","S008832",2
"664.WeeTU","S008832",3
"393.WeeTU","S008832",2
"591.WeeTU","S008832",2
"873.WeeTU","S008832",2
"75.WeeTU","S009044",1242
"297.WeeTU","S009044",2
"281.WeeTU","S009044",1
"498.WeeTU","S009044",224
"497.WeeTU","S009044",1
"366.WeeTU","S009044",1
"420.WeeTU","S009044",1
"339.WeeTU","S009044",4
"632.WeeTU","S009044",1
"424.WeeTU","S009044",2
"446.WeeTU","S009044",1
"434.WeeTU","S009044",1
"551.WeeTU","S009044",1
"532.WeeTU","S009044",1
"812.WeeTU","S009044",2
"875.WeeTU","S009044",19
"297.WeeTU","S009055",1
"281.WeeTU","S009055",2
"420.WeeTU","S009055",1
"339.WeeTU","S009055",1
"632.WeeTU","S009055",2
"671.WeeTU","S009055",1
"361.WeeTU","S009055",1
"434.WeeTU","S009055",1
"134.WeeTU","S009055",113
"417.WeeTU","S009055",2
"551.WeeTU","S009055",1
"872.WeeTU","S009055",1
"609.WeeTU","S009055",1
"208.WeeTU","S009055",5
"505.WeeTU","S009055",2
"4.WeeTU","S009054",1
"15.WeeTU","S009054",1587
"297.WeeTU","S009054",2
"497.WeeTU","S009054",3
"366.WeeTU","S009054",2
"420.WeeTU","S009054",2
"339.WeeTU","S009054",3
"632.WeeTU","S009054",2
"424.WeeTU","S009054",1
"671.WeeTU","S009054",3
"361.WeeTU","S009054",5
"446.WeeTU","S009054",3
"405.WeeTU","S009054",1
"305.WeeTU","S009054",1
"417.WeeTU","S009054",1
"551.WeeTU","S009054",2
"380.WeeTU","S009054",2
"465.WeeTU","S009054",1
"532.WeeTU","S009054",1
"872.WeeTU","S009054",1
"182.WeeTU","S009054",5
