OTU,SampleID,Reads
OTU6501,S010014,3
OTU54046,S010014,3
OTU35442,S010014,3
OTU87252,S010014,3
OTU60088,S010014,3
OTU50986,S010014,3
OTU1072,S010014,3
OTU21935,S010014,3
OTU1023,S010014,3
OTU43743,S010014,3
OTU1370,S010014,2
OTU73990,S010014,2
OTU47832,S010014,2
OTU2700,S010014,2
OTU97703,S010014,2
OTU85569,S010014,2
OTU33899,S010014,2
OTU76837,S010014,2
OTU54809,S010014,2
OTU54330,S010014,2
OTU84459,S010014,2
OTU28587,S010014,2
OTU37464,S010014,2
OTU1199,S010014,2
OTU51,S010014,1
OTU95346,S010014,1
OTU33775,S010014,1
OTU96765,S010014,1
OTU181,S010014,1
OTU23264,S010014,1
OTU68969,S010014,1
OTU1710,S010014,1
OTU107132,S010014,1
OTU776,S010014,1
OTU22979,S010014,1
OTU3203,S010014,1
OTU75265,S010014,1
OTU16029,S010014,1
OTU21643,S010014,1
OTU21464,S010014,1
OTU13209,S010014,1
OTU86531,S010014,1
OTU37026,S010014,1
OTU93436,S010014,1
OTU38683,S010014,1
OTU91370,S010014,1
OTU61153,S010014,1
OTU93612,S010014,1
OTU101170,S010014,1
OTU14378,S010014,1
OTU14526,S010014,1
OTU83285,S010014,1
OTU5609,S010014,1
OTU17328,S010014,1
OTU78192,S010014,1
OTU26764,S010014,1
OTU193,S010014,1
OTU15064,S010014,1
OTU92029,S010014,1
OTU23860,S010014,1
OTU93076,S010014,1
OTU1790,S010014,1
OTU1040,S010014,1
OTU8531,S010014,1
OTU29392,S010014,1
OTU30087,S010014,1
OTU1125,S010014,1
OTU68299,S010014,1
OTU63273,S010014,1
OTU82815,S010014,1
OTU102257,S010014,1
OTU16692,S010014,1
OTU13727,S010014,1
OTU19955,S010014,1
OTU27244,S010014,1
OTU65908,S010014,1
OTU99438,S010014,1
OTU666,S010015,2440
OTU150,S010015,1093
OTU181,S010015,890
OTU1370,S010015,780
OTU1447,S010015,552
OTU80767,S010015,435
OTU97283,S010015,419
OTU575,S010015,414
OTU75265,S010015,373
OTU763,S010015,353
OTU4186,S010015,284
OTU3556,S010015,282
OTU11466,S010015,218
OTU36557,S010015,210
OTU52261,S010015,201
OTU3071,S010015,201
OTU8807,S010015,157
OTU22826,S010015,138
OTU28151,S010015,107
OTU83482,S010015,97
OTU94360,S010015,96
OTU106540,S010015,87
OTU12618,S010015,71
OTU2961,S010015,54
OTU30204,S010015,54
OTU79531,S010015,53
OTU126,S010015,48
OTU13174,S010015,46
OTU956,S010015,44
OTU5141,S010015,40
OTU100514,S010015,39
OTU84646,S010015,38
OTU83428,S010015,36
OTU60927,S010015,30
OTU63,S010015,26
OTU78221,S010015,25
OTU650,S010015,25
OTU80517,S010015,25
OTU5558,S010015,25
OTU46903,S010015,24
OTU28491,S010015,21
OTU98641,S010015,20
OTU63151,S010015,20
OTU106275,S010015,15
OTU52909,S010015,13
OTU29492,S010015,12
OTU94932,S010015,11
OTU16679,S010015,10
OTU55764,S010015,10
OTU409,S010015,9
OTU98180,S010015,9
OTU22843,S010015,8
OTU12232,S010015,7
OTU47726,S010015,7
OTU86656,S010015,7
OTU42488,S010015,7
OTU46867,S010015,7
OTU1439,S010015,6
OTU35442,S010015,6
OTU88760,S010015,6
OTU54046,S010015,6
OTU65165,S010015,5
OTU53045,S010015,4
OTU101170,S010015,4
OTU21632,S010015,4
OTU25204,S010015,4
OTU71996,S010015,4
OTU2677,S010015,3
OTU51283,S010015,3
OTU49692,S010015,3
OTU47832,S010015,3
OTU46062,S010015,3
OTU76837,S010015,3
OTU102287,S010015,3
OTU84462,S010015,3
OTU1072,S010015,2
OTU12916,S010015,2
OTU30009,S010015,2
OTU67423,S010015,2
OTU2109,S010015,2
OTU2571,S010015,2
OTU18620,S010015,2
OTU9489,S010015,2
OTU2866,S010015,2
OTU1790,S010015,2
OTU53175,S010015,2
OTU86161,S010015,2
OTU9410,S010015,2
OTU38107,S010015,2
OTU67879,S010015,2
OTU1585,S010015,2
OTU41209,S010015,2
OTU3288,S010015,2
OTU21728,S010015,1
OTU35213,S010015,1
OTU776,S010015,1
OTU6501,S010015,1
OTU102408,S010015,1
OTU93243,S010015,1
OTU54330,S010015,1
OTU2259,S010015,1
OTU38683,S010015,1
OTU42595,S010015,1
OTU38116,S010015,1
OTU4243,S010015,1
OTU45793,S010015,1
OTU85569,S010015,1
OTU26693,S010015,1
OTU87252,S010015,1
OTU4838,S010015,1
OTU35328,S010015,1
OTU71762,S010015,1
OTU84831,S010015,1
OTU105827,S010015,1
OTU14526,S010015,1
OTU15064,S010015,1
OTU75334,S010015,1
OTU47187,S010015,1
OTU14378,S010015,1
OTU13118,S010015,1
OTU4303,S010015,1
OTU60088,S010015,1
OTU1123,S010015,1
OTU72897,S010015,1
OTU63273,S010015,1
OTU86531,S010015,1
OTU50398,S010015,1
OTU51057,S010015,1
OTU38397,S010015,1
OTU19239,S010015,1
OTU38697,S010015,1
OTU5546,S010015,1
OTU64968,S010015,1
OTU55376,S010015,1
OTU82977,S010015,1
OTU3632,S010015,1
OTU85807,S010015,1
OTU102852,S010015,1
OTU80658,S010015,1
OTU11350,S010015,1
OTU99735,S010015,1
OTU11580,S010015,1
OTU381,S010015,1
OTU20431,S010015,1
OTU23638,S010015,1
OTU2517,S010015,1
OTU77732,S010015,1
OTU79705,S010019,1059
OTU94346,S010019,922
OTU14879,S010019,865
OTU150,S010019,740
OTU61757,S010019,322
OTU1447,S010019,210
OTU97283,S010019,127
OTU8497,S010019,119
OTU107132,S010019,84
OTU33842,S010019,63
OTU56336,S010019,18
OTU75265,S010019,14
OTU50999,S010019,12
OTU96376,S010019,12
OTU49692,S010019,6
OTU16679,S010019,6
OTU55764,S010019,5
OTU35442,S010019,5
OTU47985,S010019,5
OTU45113,S010019,5
OTU47726,S010019,4
OTU6639,S010019,4
OTU2677,S010019,3
OTU80517,S010019,3
OTU86656,S010019,3
OTU11114,S010019,3
OTU17702,S010019,3
OTU1439,S010019,2
OTU88760,S010019,2
OTU51283,S010019,2
OTU2471,S010019,2
OTU64126,S010019,2
OTU17696,S010019,2
OTU62539,S010019,2
OTU51,S010019,1
OTU409,S010019,1
OTU38622,S010019,1
OTU24429,S010019,1
OTU67423,S010019,1
OTU54046,S010019,1
OTU84831,S010019,1
OTU37026,S010019,1
OTU97703,S010019,1
OTU85569,S010019,1
OTU35134,S010019,1
OTU40344,S010019,1
OTU23611,S010019,1
OTU101170,S010019,1
OTU19697,S010019,1
OTU14378,S010019,1
OTU479,S010019,1
OTU2657,S010019,1
OTU49786,S010019,1
OTU77936,S010019,1
OTU43964,S010019,1
OTU150,S010020,2971
OTU361,S010020,971
OTU94346,S010020,612
OTU1447,S010020,564
OTU97283,S010020,275
OTU8513,S010020,225
OTU46850,S010020,204
OTU28151,S010020,163
OTU52764,S010020,132
OTU15,S010020,109
OTU932,S010020,101
OTU4375,S010020,95
OTU28,S010020,94
OTU17242,S010020,65
OTU62439,S010020,54
OTU67423,S010020,33
OTU16679,S010020,26
OTU106275,S010020,23
OTU29492,S010020,21
OTU51283,S010020,17
OTU88760,S010020,17
OTU54107,S010020,16
OTU40964,S010020,16
OTU10790,S010020,13
OTU55764,S010020,12
OTU24351,S010020,12
OTU84866,S010020,11
OTU35442,S010020,10
OTU1439,S010020,9
OTU49692,S010020,9
OTU35213,S010020,8
OTU1519,S010020,7
OTU47726,S010020,6
OTU86656,S010020,6
OTU2259,S010020,6
OTU17832,S010020,6
OTU36544,S010020,6
OTU409,S010020,5
OTU80517,S010020,5
OTU1268,S010020,5
OTU621,S010020,5
OTU2677,S010020,4
OTU64,S010020,4
OTU55884,S010020,3
OTU47832,S010020,3
OTU76837,S010020,3
OTU65409,S010020,3
OTU38375,S010020,3
OTU10328,S010020,3
OTU763,S010020,2
OTU776,S010020,2
OTU26314,S010020,2
OTU93243,S010020,2
OTU44583,S010020,2
OTU101170,S010020,2
OTU37026,S010020,2
OTU81369,S010020,2
OTU87252,S010020,2
OTU5539,S010020,2
OTU100546,S010020,2
OTU88700,S010020,2
OTU19999,S010020,2
OTU16029,S010020,1
OTU97703,S010020,1
OTU1072,S010020,1
OTU64126,S010020,1
OTU3013,S010020,1
OTU54046,S010020,1
OTU23611,S010020,1
OTU38683,S010020,1
OTU85569,S010020,1
OTU4838,S010020,1
OTU15064,S010020,1
OTU2756,S010020,1
OTU18687,S010020,1
OTU83285,S010020,1
OTU45944,S010020,1
OTU98242,S010020,1
OTU7759,S010020,1
OTU92029,S010020,1
OTU2685,S010020,1
OTU77765,S010020,1
OTU1125,S010020,1
OTU25652,S010020,1
OTU1220,S010020,1
OTU8765,S010020,1
OTU19695,S010020,1
OTU44352,S010020,1
OTU36536,S010020,1
OTU100775,S010020,1
OTU107130,S010021,3735
OTU30817,S010021,990
OTU94346,S010021,914
OTU763,S010021,785
OTU3556,S010021,602
OTU14879,S010021,484
OTU107127,S010021,420
OTU20237,S010021,417
OTU53052,S010021,403
OTU56336,S010021,386
OTU79705,S010021,364
OTU1859,S010021,298
OTU97283,S010021,297
OTU17078,S010021,240
OTU69806,S010021,234
OTU46850,S010021,226
OTU61757,S010021,199
OTU26097,S010021,154
OTU58181,S010021,151
OTU3013,S010021,128
OTU361,S010021,107
OTU956,S010021,97
OTU22826,S010021,77
OTU78221,S010021,73
OTU666,S010021,47
OTU78887,S010021,47
OTU42816,S010021,44
OTU932,S010021,42
OTU55884,S010021,37
OTU83428,S010021,37
OTU10790,S010021,36
OTU8497,S010021,27
OTU84646,S010021,22
OTU1268,S010021,19
OTU60927,S010021,16
OTU52764,S010021,15
OTU94020,S010021,15
OTU98211,S010021,10
OTU1370,S010021,9
OTU26314,S010021,8
OTU75265,S010021,6
OTU102287,S010021,6
OTU6639,S010021,5
OTU30009,S010021,5
OTU1752,S010021,5
OTU409,S010021,4
OTU93660,S010021,4
OTU25204,S010021,4
OTU90234,S010021,4
OTU150,S010021,3
OTU776,S010021,3
OTU47141,S010021,3
OTU2571,S010021,3
OTU37045,S010021,3
OTU7055,S010021,3
OTU393,S010021,2
OTU24429,S010021,2
OTU96086,S010021,2
OTU22483,S010021,2
OTU73990,S010021,2
OTU20441,S010021,2
OTU10255,S010021,2
OTU6667,S010021,1
OTU61803,S010021,1
OTU181,S010021,1
OTU16029,S010021,1
OTU54107,S010021,1
OTU102408,S010021,1
OTU53408,S010021,1
OTU44583,S010021,1
OTU5570,S010021,1
OTU20785,S010021,1
OTU93436,S010021,1
OTU42595,S010021,1
OTU88043,S010021,1
OTU19697,S010021,1
OTU1023,S010021,1
OTU2700,S010021,1
OTU36484,S010021,1
OTU33117,S010021,1
OTU82780,S010021,1
OTU21935,S010021,1
OTU7616,S010021,1
OTU19014,S010021,1
OTU72996,S010021,1
OTU13122,S010021,1
OTU37849,S010021,1
OTU47948,S010021,1
OTU54909,S010021,1
OTU5609,S010021,1
OTU5546,S010021,1
OTU90583,S010021,1
OTU35971,S010021,1
OTU62894,S010021,1
OTU43150,S010021,1
OTU28025,S010021,1
OTU3632,S010021,1
OTU13727,S010021,1
OTU14384,S010021,1
OTU80658,S010021,1
OTU57074,S010021,1
OTU40736,S010021,1
OTU83975,S010021,1
OTU2265,S010021,1
OTU150,S010022,4652
OTU5518,S010022,4099
OTU11466,S010022,3502
OTU8142,S010022,2289
OTU1447,S010022,1693
OTU12618,S010022,887
OTU11621,S010022,555
OTU107196,S010022,440
OTU763,S010022,372
OTU97283,S010022,302
OTU88759,S010022,152
OTU20957,S010022,88
OTU54556,S010022,81
OTU16790,S010022,75
OTU55764,S010022,55
OTU20237,S010022,41
OTU956,S010022,40
OTU4375,S010022,40
OTU1439,S010022,32
OTU16679,S010022,31
OTU26693,S010022,28
OTU252,S010022,27
OTU80517,S010022,21
OTU51283,S010022,20
OTU666,S010022,18
OTU35442,S010022,17
OTU409,S010022,16
OTU78221,S010022,16
OTU1519,S010022,16
OTU74956,S010022,16
OTU59648,S010022,16
OTU67423,S010022,15
OTU18371,S010022,15
OTU41016,S010022,15
OTU88760,S010022,12
OTU12636,S010022,12
OTU49692,S010022,11
OTU60927,S010022,11
OTU1595,S010022,10
OTU2677,S010022,9
OTU54046,S010022,9
OTU18620,S010022,8
OTU169,S010022,8
OTU86656,S010022,7
OTU47141,S010022,7
OTU2048,S010022,6
OTU76837,S010022,6
OTU6501,S010022,5
OTU2259,S010022,5
OTU47726,S010022,5
OTU8497,S010022,4
OTU4597,S010022,4
OTU107119,S010022,4
OTU38683,S010022,4
OTU101170,S010022,4
OTU93243,S010022,4
OTU65409,S010022,4
OTU47319,S010022,4
OTU88700,S010022,4
OTU40931,S010022,4
OTU40397,S010022,4
OTU13202,S010022,4
OTU1370,S010022,3
OTU53045,S010022,3
OTU4201,S010022,3
OTU52261,S010022,3
OTU64126,S010022,3
OTU97703,S010022,3
OTU35134,S010022,3
OTU38375,S010022,3
OTU23611,S010022,3
OTU87252,S010022,3
OTU18687,S010022,3
OTU1072,S010022,3
OTU21415,S010022,3
OTU1752,S010022,2
OTU22483,S010022,2
OTU47832,S010022,2
OTU93436,S010022,2
OTU85569,S010022,2
OTU79373,S010022,2
OTU13118,S010022,2
OTU83285,S010022,2
OTU31006,S010022,2
OTU49024,S010022,2
OTU33775,S010022,1
OTU96765,S010022,1
OTU4996,S010022,1
OTU14879,S010022,1
OTU5529,S010022,1
OTU46628,S010022,1
OTU410,S010022,1
OTU1648,S010022,1
OTU3560,S010022,1
OTU4838,S010022,1
OTU776,S010022,1
OTU22979,S010022,1
OTU83463,S010022,1
OTU56781,S010022,1
OTU94763,S010022,1
OTU52676,S010022,1
OTU77105,S010022,1
OTU64969,S010022,1
OTU96086,S010022,1
OTU30009,S010022,1
OTU69354,S010022,1
OTU46062,S010022,1
OTU89489,S010022,1
OTU20785,S010022,1
OTU1123,S010022,1
OTU53053,S010022,1
OTU63151,S010022,1
OTU42595,S010022,1
OTU45793,S010022,1
OTU9262,S010022,1
OTU69806,S010022,1
OTU17328,S010022,1
OTU72274,S010022,1
OTU38397,S010022,1
OTU81358,S010022,1
OTU479,S010022,1
OTU78192,S010022,1
OTU40061,S010022,1
OTU15064,S010022,1
OTU92029,S010022,1
OTU35334,S010022,1
OTU6244,S010022,1
OTU40999,S010022,1
OTU14548,S010022,1
OTU1605,S010022,1
OTU74624,S010022,1
OTU24997,S010022,1
OTU74788,S010022,1
OTU40055,S010022,1
OTU50676,S010022,1
OTU6144,S010022,1
OTU69650,S010022,1
OTU96067,S010022,1
OTU3365,S010022,1
OTU82815,S010022,1
OTU101914,S010022,1
OTU51412,S010022,1
OTU14582,S010022,1
OTU58905,S010022,1
OTU6799,S010022,1
OTU101913,S010022,1
OTU2671,S010022,1
OTU74954,S010022,1
OTU19238,S010022,1
OTU10154,S010022,1
OTU87568,S010022,1
OTU536,S010022,1
OTU763,S010024,7999
OTU150,S010024,6654
OTU1447,S010024,2132
OTU956,S010024,1324
OTU78221,S010024,492
OTU94346,S010024,181
OTU60927,S010024,172
OTU12,S010024,84
OTU666,S010024,82
OTU252,S010024,81
OTU38683,S010024,81
OTU1710,S010024,77
OTU55764,S010024,61
OTU16679,S010024,58
OTU97283,S010024,57
OTU15715,S010024,49
OTU1752,S010024,43
OTU96086,S010024,43
OTU2517,S010024,40
OTU30009,S010024,37
OTU80517,S010024,35
OTU51283,S010024,33
OTU1370,S010024,32
OTU47141,S010024,31
OTU35442,S010024,27
OTU2648,S010024,25
OTU88760,S010024,24
OTU70689,S010024,24
OTU1439,S010024,21
OTU107131,S010024,21
OTU1519,S010024,21
OTU22483,S010024,20
OTU67423,S010024,20
OTU2677,S010024,19
OTU410,S010024,18
OTU1648,S010024,18
OTU52261,S010024,17
OTU49692,S010024,15
OTU107196,S010024,14
OTU4243,S010024,14
OTU20785,S010024,14
OTU46062,S010024,13
OTU2571,S010024,10
OTU86656,S010024,10
OTU61249,S010024,10
OTU47726,S010024,9
OTU30010,S010024,9
OTU409,S010024,8
OTU35001,S010024,8
OTU53045,S010024,8
OTU54046,S010024,8
OTU14356,S010024,8
OTU64126,S010024,8
OTU46903,S010024,8
OTU45793,S010024,8
OTU47832,S010024,7
OTU37026,S010024,7
OTU97703,S010024,7
OTU76837,S010024,7
OTU65409,S010024,7
OTU104093,S010024,7
OTU50986,S010024,7
OTU9489,S010024,6
OTU93243,S010024,6
OTU87252,S010024,6
OTU2259,S010024,5
OTU618,S010024,5
OTU7616,S010024,5
OTU89489,S010024,5
OTU47187,S010024,5
OTU58162,S010024,5
OTU6501,S010024,4
OTU80767,S010024,4
OTU2700,S010024,4
OTU26541,S010024,4
OTU85569,S010024,4
OTU42595,S010024,4
OTU60086,S010024,4
OTU71762,S010024,4
OTU98180,S010024,4
OTU37464,S010024,4
OTU4201,S010024,3
OTU18620,S010024,3
OTU105827,S010024,3
OTU68030,S010024,3
OTU84831,S010024,3
OTU101170,S010024,3
OTU18687,S010024,3
OTU1023,S010024,3
OTU51,S010024,2
OTU96652,S010024,2
OTU776,S010024,2
OTU45589,S010024,2
OTU83482,S010024,2
OTU8497,S010024,2
OTU73674,S010024,2
OTU86531,S010024,2
OTU72897,S010024,2
OTU809,S010024,2
OTU65165,S010024,2
OTU23611,S010024,2
OTU5539,S010024,2
OTU14526,S010024,2
OTU4375,S010024,2
OTU38397,S010024,2
OTU21935,S010024,2
OTU36484,S010024,2
OTU93076,S010024,2
OTU26338,S010024,2
OTU1790,S010024,2
OTU15765,S010024,2
OTU43297,S010024,2
OTU64622,S010024,2
OTU95346,S010024,1
OTU12347,S010024,1
OTU521,S010024,1
OTU8560,S010024,1
OTU3248,S010024,1
OTU4838,S010024,1
OTU35213,S010024,1
OTU10255,S010024,1
OTU101545,S010024,1
OTU30204,S010024,1
OTU414,S010024,1
OTU77105,S010024,1
OTU85568,S010024,1
OTU63,S010024,1
OTU393,S010024,1
OTU93436,S010024,1
OTU73085,S010024,1
OTU27893,S010024,1
OTU91370,S010024,1
OTU93612,S010024,1
OTU38697,S010024,1
OTU14378,S010024,1
OTU74956,S010024,1
OTU17793,S010024,1
OTU53175,S010024,1
OTU60088,S010024,1
OTU83285,S010024,1
OTU51057,S010024,1
OTU17328,S010024,1
OTU1072,S010024,1
OTU54330,S010024,1
OTU479,S010024,1
OTU84459,S010024,1
OTU78192,S010024,1
OTU26764,S010024,1
OTU193,S010024,1
OTU92029,S010024,1
OTU68930,S010024,1
OTU101154,S010024,1
OTU102408,S010024,1
OTU41409,S010024,1
OTU102912,S010024,1
OTU23860,S010024,1
OTU49386,S010024,1
OTU84925,S010024,1
OTU93241,S010024,1
OTU98242,S010024,1
OTU58980,S010024,1
OTU40397,S010024,1
OTU47559,S010024,1
OTU51688,S010024,1
OTU74624,S010024,1
OTU45042,S010024,1
OTU17022,S010024,1
OTU102600,S010024,1
OTU100546,S010024,1
OTU3291,S010024,1
OTU23813,S010024,1
OTU16077,S010024,1
OTU40839,S010024,1
OTU75175,S010024,1
OTU13727,S010024,1
OTU45932,S010024,1
OTU20896,S010024,1
OTU42065,S010024,1
OTU66432,S010024,1
OTU763,S010029,7210
OTU150,S010029,3339
OTU956,S010029,1192
OTU1447,S010029,1017
OTU267,S010029,981
OTU666,S010029,752
OTU11466,S010029,584
OTU56336,S010029,297
OTU78221,S010029,296
OTU5127,S010029,221
OTU60927,S010029,169
OTU12618,S010029,146
OTU1370,S010029,139
OTU362,S010029,86
OTU3138,S010029,50
OTU83482,S010029,46
OTU30009,S010029,45
OTU80767,S010029,36
OTU96086,S010029,36
OTU1752,S010029,33
OTU16679,S010029,33
OTU55884,S010029,31
OTU22483,S010029,29
OTU25378,S010029,28
OTU52261,S010029,24
OTU25678,S010029,24
OTU55764,S010029,23
OTU97283,S010029,21
OTU10790,S010029,18
OTU30360,S010029,17
OTU1648,S010029,16
OTU46062,S010029,16
OTU51283,S010029,15
OTU58978,S010029,15
OTU98180,S010029,14
OTU47726,S010029,13
OTU1268,S010029,12
OTU30010,S010029,12
OTU16029,S010029,11
OTU67423,S010029,11
OTU42595,S010029,11
OTU104093,S010029,11
OTU49692,S010029,10
OTU20785,S010029,10
OTU409,S010029,9
OTU63,S010029,9
OTU10482,S010029,8
OTU35001,S010029,7
OTU2571,S010029,7
OTU47141,S010029,7
OTU89489,S010029,7
OTU93243,S010029,7
OTU45793,S010029,7
OTU26314,S010029,7
OTU1439,S010029,6
OTU80517,S010029,6
OTU35442,S010029,6
OTU60088,S010029,6
OTU21935,S010029,6
OTU2677,S010029,5
OTU88760,S010029,5
OTU2259,S010029,5
OTU86656,S010029,5
OTU4243,S010029,5
OTU47187,S010029,5
OTU101170,S010029,5
OTU57563,S010029,5
OTU17598,S010029,4
OTU7616,S010029,4
OTU68030,S010029,4
OTU2700,S010029,4
OTU1519,S010029,4
OTU85569,S010029,4
OTU87807,S010029,4
OTU52909,S010029,4
OTU26338,S010029,4
OTU6501,S010029,3
OTU2109,S010029,3
OTU105827,S010029,3
OTU64126,S010029,3
OTU37026,S010029,3
OTU97703,S010029,3
OTU26541,S010029,3
OTU65165,S010029,3
OTU61153,S010029,3
OTU55507,S010029,3
OTU7504,S010029,3
OTU27487,S010029,3
OTU1023,S010029,3
OTU71762,S010029,3
OTU76125,S010029,3
OTU44926,S010029,3
OTU54046,S010029,2
OTU9489,S010029,2
OTU23611,S010029,2
OTU50890,S010029,2
OTU93612,S010029,2
OTU76837,S010029,2
OTU5539,S010029,2
OTU53175,S010029,2
OTU14526,S010029,2
OTU87252,S010029,2
OTU83285,S010029,2
OTU18687,S010029,2
OTU50986,S010029,2
OTU60086,S010029,2
OTU33117,S010029,2
OTU84913,S010029,2
OTU35334,S010029,2
OTU49229,S010029,2
OTU51,S010029,1
OTU96765,S010029,1
OTU68969,S010029,1
OTU1859,S010029,1
OTU18,S010029,1
OTU776,S010029,1
OTU941,S010029,1
OTU53045,S010029,1
OTU39053,S010029,1
OTU10255,S010029,1
OTU8497,S010029,1
OTU77105,S010029,1
OTU47832,S010029,1
OTU84831,S010029,1
OTU86531,S010029,1
OTU72897,S010029,1
OTU93436,S010029,1
OTU35134,S010029,1
OTU33899,S010029,1
OTU13118,S010029,1
OTU58162,S010029,1
OTU38116,S010029,1
OTU14378,S010029,1
OTU64968,S010029,1
OTU681,S010029,1
OTU51057,S010029,1
OTU38397,S010029,1
OTU479,S010029,1
OTU84459,S010029,1
OTU193,S010029,1
OTU36484,S010029,1
OTU102408,S010029,1
OTU55506,S010029,1
OTU49386,S010029,1
OTU1790,S010029,1
OTU22036,S010029,1
OTU8531,S010029,1
OTU83588,S010029,1
OTU82001,S010029,1
OTU9241,S010029,1
OTU55512,S010029,1
OTU1199,S010029,1
OTU63273,S010029,1
OTU102257,S010029,1
OTU38595,S010029,1
OTU641,S010029,1
OTU11466,S010030,5844
OTU150,S010030,2820
OTU181,S010030,2302
OTU763,S010030,1925
OTU12618,S010030,1449
OTU75265,S010030,1221
OTU1447,S010030,1111
OTU8807,S010030,699
OTU4186,S010030,453
OTU666,S010030,371
OTU97283,S010030,350
OTU956,S010030,216
OTU1370,S010030,167
OTU30817,S010030,128
OTU78221,S010030,128
OTU79531,S010030,127
OTU56336,S010030,84
OTU80767,S010030,84
OTU6323,S010030,64
OTU83482,S010030,50
OTU52261,S010030,43
OTU60927,S010030,40
OTU55764,S010030,37
OTU267,S010030,30
OTU1268,S010030,29
OTU80517,S010030,26
OTU70964,S010030,21
OTU47141,S010030,21
OTU81369,S010030,19
OTU14879,S010030,18
OTU16679,S010030,17
OTU71015,S010030,16
OTU1519,S010030,16
OTU252,S010030,15
OTU51283,S010030,14
OTU47726,S010030,12
OTU409,S010030,11
OTU40061,S010030,11
OTU54046,S010030,11
OTU9968,S010030,11
OTU55884,S010030,10
OTU88760,S010030,10
OTU19000,S010030,10
OTU50999,S010030,10
OTU89603,S010030,10
OTU2571,S010030,9
OTU18608,S010030,9
OTU410,S010030,8
OTU1439,S010030,8
OTU4375,S010030,8
OTU2677,S010030,7
OTU35442,S010030,6
OTU96086,S010030,6
OTU1752,S010030,6
OTU1648,S010030,6
OTU362,S010030,6
OTU31411,S010030,6
OTU45944,S010030,6
OTU10790,S010030,5
OTU30009,S010030,5
OTU67423,S010030,5
OTU49692,S010030,5
OTU64969,S010030,5
OTU69806,S010030,4
OTU2259,S010030,4
OTU76837,S010030,4
OTU101170,S010030,4
OTU37026,S010030,4
OTU23611,S010030,4
OTU87252,S010030,4
OTU3138,S010030,4
OTU61757,S010030,3
OTU63,S010030,3
OTU30204,S010030,3
OTU2109,S010030,3
OTU618,S010030,3
OTU22483,S010030,3
OTU93243,S010030,3
OTU9489,S010030,3
OTU45793,S010030,3
OTU35001,S010030,3
OTU26693,S010030,3
OTU38375,S010030,3
OTU83474,S010030,3
OTU25378,S010030,3
OTU393,S010030,2
OTU107131,S010030,2
OTU52909,S010030,2
OTU86656,S010030,2
OTU15715,S010030,2
OTU6501,S010030,2
OTU47832,S010030,2
OTU64126,S010030,2
OTU18620,S010030,2
OTU53045,S010030,2
OTU13209,S010030,2
OTU2700,S010030,2
OTU36484,S010030,2
OTU69805,S010030,2
OTU49386,S010030,2
OTU23071,S010030,2
OTU45113,S010030,2
OTU2048,S010030,2
OTU94346,S010030,1
OTU598,S010030,1
OTU6667,S010030,1
OTU79705,S010030,1
OTU97703,S010030,1
OTU8608,S010030,1
OTU54107,S010030,1
OTU8497,S010030,1
OTU1072,S010030,1
OTU107120,S010030,1
OTU776,S010030,1
OTU98180,S010030,1
OTU102408,S010030,1
OTU26314,S010030,1
OTU54330,S010030,1
OTU40931,S010030,1
OTU63151,S010030,1
OTU5570,S010030,1
OTU99,S010030,1
OTU65409,S010030,1
OTU809,S010030,1
OTU38683,S010030,1
OTU42595,S010030,1
OTU4243,S010030,1
OTU85569,S010030,1
OTU4838,S010030,1
OTU1790,S010030,1
OTU35328,S010030,1
OTU71762,S010030,1
OTU5539,S010030,1
OTU33117,S010030,1
OTU84831,S010030,1
OTU17328,S010030,1
OTU93660,S010030,1
OTU14526,S010030,1
OTU21935,S010030,1
OTU26338,S010030,1
OTU15064,S010030,1
OTU47187,S010030,1
OTU83222,S010030,1
OTU7616,S010030,1
OTU50986,S010030,1
OTU18687,S010030,1
OTU14378,S010030,1
OTU73674,S010030,1
OTU51057,S010030,1
OTU40999,S010030,1
OTU91370,S010030,1
OTU38107,S010030,1
OTU88700,S010030,1
OTU33899,S010030,1
OTU56821,S010030,1
OTU5609,S010030,1
OTU76866,S010030,1
OTU26764,S010030,1
OTU96365,S010030,1
OTU47985,S010030,1
OTU66492,S010030,1
OTU87807,S010030,1
OTU67924,S010030,1
OTU72812,S010030,1
OTU82997,S010030,1
OTU41060,S010030,1
OTU89313,S010030,1
OTU61672,S010030,1
OTU11669,S010030,1
OTU4996,S010030,1
OTU85554,S010030,1
OTU150,S010031,4123
OTU1447,S010031,839
OTU763,S010031,804
OTU956,S010031,159
OTU16679,S010031,58
OTU24351,S010031,55
OTU78221,S010031,47
OTU67423,S010031,28
OTU55764,S010031,26
OTU51283,S010031,24
OTU47726,S010031,23
OTU60927,S010031,20
OTU35442,S010031,19
OTU97703,S010031,19
OTU1439,S010031,17
OTU2677,S010031,17
OTU97283,S010031,15
OTU49692,S010031,15
OTU1519,S010031,12
OTU86656,S010031,10
OTU88760,S010031,9
OTU47141,S010031,8
OTU409,S010031,7
OTU2259,S010031,7
OTU80517,S010031,7
OTU93243,S010031,7
OTU30009,S010031,6
OTU2571,S010031,5
OTU22483,S010031,5
OTU1648,S010031,4
OTU1752,S010031,4
OTU53045,S010031,4
OTU64126,S010031,4
OTU76837,S010031,4
OTU101170,S010031,4
OTU46062,S010031,3
OTU1072,S010031,3
OTU55370,S010031,2
OTU1859,S010031,2
OTU6501,S010031,2
OTU35213,S010031,2
