OTU,SampleID,Reads,DataFrame
OTU198,S009087,5,spring2017
OTU349,S009087,4,spring2017
OTU285,S009087,4,spring2017
OTU3581,S009087,4,spring2017
OTU6831,S009087,4,spring2017
OTU14060,S009087,4,spring2017
OTU1148,S009087,3,spring2017
OTU858,S009087,3,spring2017
OTU308,S009087,3,spring2017
OTU562,S009087,3,spring2017
OTU4052,S009087,3,spring2017
OTU491,S009087,2,spring2017
OTU519,S009087,2,spring2017
OTU549,S009087,2,spring2017
OTU713,S009087,2,spring2017
OTU16691,S009087,2,spring2017
OTU2569,S009087,2,spring2017
OTU384,S009087,2,spring2017
OTU11235,S009087,2,spring2017
OTU2605,S009087,2,spring2017
OTU11826,S009087,2,spring2017
OTU4835,S009087,2,spring2017
OTU10612,S009087,2,spring2017
OTU7534,S009087,2,spring2017
OTU22762,S009087,2,spring2017
OTU4989,S009087,2,spring2017
OTU11061,S009087,2,spring2017
OTU17701,S009087,2,spring2017
OTU2124,S009087,2,spring2017
OTU2411,S009087,2,spring2017
OTU15124,S009087,2,spring2017
OTU15518,S009087,2,spring2017
OTU2291,S009087,2,spring2017
OTU17344,S009087,2,spring2017
OTU12632,S009087,2,spring2017
OTU23059,S009087,2,spring2017
OTU16906,S009087,2,spring2017
OTU19378,S009087,2,spring2017
OTU7977,S009087,2,spring2017
OTU16442,S009087,2,spring2017
OTU15039,S009087,2,spring2017
OTU10773,S009087,2,spring2017
OTU6517,S009087,2,spring2017
OTU15552,S009087,2,spring2017
OTU15354,S009087,2,spring2017
OTU14743,S009087,2,spring2017
OTU37,S009087,1,spring2017
OTU36,S009087,1,spring2017
OTU19,S009087,1,spring2017
OTU1118,S009087,1,spring2017
OTU14,S009087,1,spring2017
OTU218,S009087,1,spring2017
OTU305,S009087,1,spring2017
OTU2689,S009087,1,spring2017
OTU1181,S009087,1,spring2017
OTU1458,S009087,1,spring2017
OTU904,S009087,1,spring2017
OTU402,S009087,1,spring2017
OTU2200,S009087,1,spring2017
OTU777,S009087,1,spring2017
OTU6183,S009087,1,spring2017
OTU854,S009087,1,spring2017
OTU325,S009087,1,spring2017
OTU1044,S009087,1,spring2017
OTU3113,S009087,1,spring2017
OTU1531,S009087,1,spring2017
OTU2234,S009087,1,spring2017
OTU1264,S009087,1,spring2017
OTU848,S009087,1,spring2017
OTU1574,S009087,1,spring2017
OTU16435,S009087,1,spring2017
OTU9603,S009087,1,spring2017
OTU400,S009087,1,spring2017
OTU11781,S009087,1,spring2017
OTU22617,S009087,1,spring2017
OTU956,S009087,1,spring2017
OTU5276,S009087,1,spring2017
OTU646,S009087,1,spring2017
OTU862,S009087,1,spring2017
OTU4476,S009087,1,spring2017
OTU1541,S009087,1,spring2017
OTU19789,S009087,1,spring2017
OTU837,S009087,1,spring2017
OTU1106,S009087,1,spring2017
OTU6225,S009087,1,spring2017
OTU3078,S009087,1,spring2017
OTU420,S009087,1,spring2017
OTU244,S009087,1,spring2017
OTU17898,S009087,1,spring2017
OTU691,S009087,1,spring2017
OTU1420,S009087,1,spring2017
OTU732,S009087,1,spring2017
OTU1082,S009087,1,spring2017
OTU6791,S009087,1,spring2017
OTU2590,S009087,1,spring2017
OTU896,S009087,1,spring2017
OTU13164,S009087,1,spring2017
OTU1537,S009087,1,spring2017
OTU977,S009087,1,spring2017
OTU10542,S009087,1,spring2017
OTU1460,S009087,1,spring2017
OTU2636,S009087,1,spring2017
OTU909,S009087,1,spring2017
OTU885,S009087,1,spring2017
OTU1929,S009087,1,spring2017
OTU1206,S009087,1,spring2017
OTU551,S009087,1,spring2017
OTU17070,S009087,1,spring2017
OTU949,S009087,1,spring2017
OTU19461,S009087,1,spring2017
OTU943,S009087,1,spring2017
OTU2491,S009087,1,spring2017
OTU11228,S009087,1,spring2017
OTU918,S009087,1,spring2017
OTU12006,S009087,1,spring2017
OTU14757,S009087,1,spring2017
OTU2047,S009087,1,spring2017
OTU5864,S009087,1,spring2017
OTU3728,S009087,1,spring2017
OTU1713,S009087,1,spring2017
OTU1868,S009087,1,spring2017
OTU2114,S009087,1,spring2017
OTU9812,S009087,1,spring2017
OTU10876,S009087,1,spring2017
OTU2489,S009087,1,spring2017
OTU1104,S009087,1,spring2017
OTU8457,S009087,1,spring2017
OTU1897,S009087,1,spring2017
OTU7631,S009087,1,spring2017
OTU6476,S009087,1,spring2017
OTU1376,S009087,1,spring2017
OTU17960,S009087,1,spring2017
OTU3175,S009087,1,spring2017
OTU22963,S009087,1,spring2017
OTU10923,S009087,1,spring2017
OTU10454,S009087,1,spring2017
OTU966,S009087,1,spring2017
OTU7767,S009087,1,spring2017
OTU863,S009087,1,spring2017
OTU4988,S009087,1,spring2017
OTU4691,S009087,1,spring2017
OTU7366,S009087,1,spring2017
OTU21254,S009087,1,spring2017
OTU18838,S009087,1,spring2017
OTU12485,S009087,1,spring2017
OTU21177,S009087,1,spring2017
OTU8184,S009087,1,spring2017
OTU5620,S009087,1,spring2017
OTU21861,S009087,1,spring2017
OTU5025,S009087,1,spring2017
OTU11804,S009087,1,spring2017
OTU1167,S009087,1,spring2017
OTU10176,S009087,1,spring2017
OTU9846,S009087,1,spring2017
OTU8056,S009087,1,spring2017
OTU7354,S009087,1,spring2017
OTU6154,S009087,1,spring2017
OTU13260,S009087,1,spring2017
OTU11767,S009087,1,spring2017
OTU15738,S009087,1,spring2017
OTU6299,S009087,1,spring2017
OTU5934,S009087,1,spring2017
OTU12184,S009087,1,spring2017
OTU7904,S009087,1,spring2017
OTU3949,S009087,1,spring2017
OTU7056,S009087,1,spring2017
OTU3644,S009087,1,spring2017
OTU21535,S009087,1,spring2017
OTU1338,S009087,1,spring2017
OTU21183,S009087,1,spring2017
OTU2539,S009087,1,spring2017
OTU5778,S009087,1,spring2017
OTU5713,S009087,1,spring2017
OTU1944,S009087,1,spring2017
OTU6220,S009087,1,spring2017
OTU6684,S009087,1,spring2017
OTU4170,S009087,1,spring2017
OTU13906,S009087,1,spring2017
OTU23635,S009087,1,spring2017
OTU7850,S009087,1,spring2017
OTU8049,S009087,1,spring2017
OTU5522,S009087,1,spring2017
OTU17521,S009087,1,spring2017
OTU12745,S009087,1,spring2017
OTU4468,S009087,1,spring2017
OTU8266,S009087,1,spring2017
OTU6434,S009087,1,spring2017
OTU8722,S009087,1,spring2017
OTU15217,S009087,1,spring2017
OTU23459,S009087,1,spring2017
OTU5378,S009087,1,spring2017
OTU13401,S009087,1,spring2017
OTU23894,S009087,1,spring2017
OTU11564,S009087,1,spring2017
OTU18428,S009087,1,spring2017
OTU23435,S009087,1,spring2017
OTU2987,S009087,1,spring2017
OTU10135,S009087,1,spring2017
OTU13488,S009087,1,spring2017
OTU13598,S009087,1,spring2017
OTU7046,S009087,1,spring2017
OTU7436,S009087,1,spring2017
OTU6778,S009087,1,spring2017
OTU23899,S009087,1,spring2017
OTU15047,S009087,1,spring2017
OTU6545,S009087,1,spring2017
OTU9467,S009087,1,spring2017
OTU4011,S009087,1,spring2017
OTU12058,S009087,1,spring2017
OTU8879,S009087,1,spring2017
OTU9268,S009087,1,spring2017
OTU13626,S009087,1,spring2017
OTU22672,S009087,1,spring2017
OTU23307,S009087,1,spring2017
OTU15290,S009087,1,spring2017
OTU21006,S009087,1,spring2017
OTU15740,S009087,1,spring2017
OTU5349,S009087,1,spring2017
OTU22527,S009087,1,spring2017
OTU12103,S009087,1,spring2017
OTU7411,S009087,1,spring2017
OTU23052,S009087,1,spring2017
OTU20042,S009087,1,spring2017
OTU4602,S009087,1,spring2017
OTU7453,S009087,1,spring2017
OTU19026,S009087,1,spring2017
OTU9576,S009087,1,spring2017
OTU23449,S009087,1,spring2017
OTU11775,S009087,1,spring2017
OTU23162,S009087,1,spring2017
OTU19042,S009087,1,spring2017
OTU18820,S009087,1,spring2017
OTU13498,S009087,1,spring2017
OTU22894,S009087,1,spring2017
OTU20996,S009087,1,spring2017
OTU23925,S009087,1,spring2017
OTU11497,S009087,1,spring2017
OTU19662,S009087,1,spring2017
OTU20241,S009087,1,spring2017
OTU38,S009088,13389,spring2017
OTU955,S009088,33,spring2017
OTU1008,S009088,29,spring2017
OTU1996,S009088,17,spring2017
OTU2555,S009088,17,spring2017
OTU2568,S009088,15,spring2017
OTU2846,S009088,12,spring2017
OTU3877,S009088,10,spring2017
OTU2934,S009088,9,spring2017
OTU4166,S009088,9,spring2017
OTU3640,S009088,7,spring2017
OTU5379,S009088,6,spring2017
OTU16547,S009088,6,spring2017
OTU7556,S009088,6,spring2017
OTU8154,S009088,6,spring2017
OTU6653,S009088,6,spring2017
OTU7844,S009088,6,spring2017
OTU9844,S009088,6,spring2017
OTU22305,S009088,5,spring2017
OTU9732,S009088,5,spring2017
OTU8221,S009088,5,spring2017
OTU6601,S009088,5,spring2017
OTU5636,S009088,5,spring2017
OTU4984,S009088,5,spring2017
OTU11244,S009088,5,spring2017
OTU10468,S009088,5,spring2017
OTU8294,S009088,5,spring2017
OTU10592,S009088,4,spring2017
OTU11173,S009088,4,spring2017
OTU8014,S009088,4,spring2017
OTU19455,S009088,4,spring2017
OTU6736,S009088,4,spring2017
OTU14842,S009088,4,spring2017
OTU17463,S009088,3,spring2017
OTU6096,S009088,3,spring2017
OTU8943,S009088,3,spring2017
OTU21925,S009088,3,spring2017
OTU19520,S009088,3,spring2017
OTU23817,S009088,3,spring2017
OTU20033,S009088,3,spring2017
OTU17859,S009088,3,spring2017
OTU16705,S009088,3,spring2017
OTU9194,S009088,3,spring2017
OTU9072,S009088,3,spring2017
OTU9144,S009088,3,spring2017
OTU18050,S009088,3,spring2017
OTU8833,S009088,3,spring2017
OTU11401,S009088,3,spring2017
OTU11596,S009088,3,spring2017
OTU17201,S009088,3,spring2017
OTU8174,S009088,3,spring2017
OTU9310,S009088,3,spring2017
OTU932,S009088,2,spring2017
OTU713,S009088,2,spring2017
OTU646,S009088,2,spring2017
OTU16135,S009088,2,spring2017
OTU21101,S009088,2,spring2017
OTU18204,S009088,2,spring2017
OTU19704,S009088,2,spring2017
OTU18950,S009088,2,spring2017
OTU20336,S009088,2,spring2017
OTU15486,S009088,2,spring2017
OTU18625,S009088,2,spring2017
OTU18935,S009088,2,spring2017
OTU23104,S009088,2,spring2017
OTU21894,S009088,2,spring2017
OTU23268,S009088,2,spring2017
OTU17837,S009088,2,spring2017
OTU14481,S009088,2,spring2017
OTU16897,S009088,2,spring2017
OTU21365,S009088,2,spring2017
OTU20612,S009088,2,spring2017
OTU22472,S009088,2,spring2017
OTU19345,S009088,2,spring2017
OTU18440,S009088,2,spring2017
OTU14334,S009088,2,spring2017
OTU17815,S009088,2,spring2017
OTU18476,S009088,2,spring2017
OTU16095,S009088,2,spring2017
OTU13636,S009088,2,spring2017
OTU13214,S009088,2,spring2017
OTU20867,S009088,2,spring2017
OTU16499,S009088,2,spring2017
OTU18802,S009088,2,spring2017
OTU20670,S009088,2,spring2017
OTU22187,S009088,2,spring2017
OTU17868,S009088,2,spring2017
OTU18991,S009088,2,spring2017
OTU20058,S009088,2,spring2017
OTU14077,S009088,2,spring2017
OTU23377,S009088,2,spring2017
OTU21793,S009088,2,spring2017
OTU21471,S009088,2,spring2017
OTU12116,S009088,2,spring2017
OTU22476,S009088,2,spring2017
OTU16509,S009088,2,spring2017
OTU13378,S009088,2,spring2017
OTU19196,S009088,2,spring2017
OTU18624,S009088,2,spring2017
OTU22269,S009088,2,spring2017
OTU17473,S009088,2,spring2017
OTU13535,S009088,2,spring2017
OTU16040,S009088,2,spring2017
OTU20138,S009088,2,spring2017
OTU18154,S009088,2,spring2017
OTU15340,S009088,2,spring2017
OTU15256,S009088,2,spring2017
OTU15457,S009088,2,spring2017
OTU21852,S009088,2,spring2017
OTU67,S009088,1,spring2017
OTU60,S009088,1,spring2017
OTU42,S009088,1,spring2017
OTU4,S009088,1,spring2017
OTU86,S009088,1,spring2017
OTU6,S009088,1,spring2017
OTU30,S009088,1,spring2017
OTU549,S009088,1,spring2017
OTU574,S009088,1,spring2017
OTU894,S009088,1,spring2017
OTU777,S009088,1,spring2017
OTU816,S009088,1,spring2017
OTU1722,S009088,1,spring2017
OTU1319,S009088,1,spring2017
OTU1737,S009088,1,spring2017
OTU1082,S009088,1,spring2017
OTU918,S009088,1,spring2017
OTU2069,S009088,1,spring2017
OTU1144,S009088,1,spring2017
OTU52,S009089,13472,spring2017
OTU610,S009089,63,spring2017
OTU857,S009089,43,spring2017
OTU1102,S009089,36,spring2017
OTU2078,S009089,24,spring2017
OTU2408,S009089,23,spring2017
OTU1595,S009089,22,spring2017
OTU3320,S009089,21,spring2017
OTU3812,S009089,20,spring2017
OTU3459,S009089,18,spring2017
OTU2412,S009089,17,spring2017
OTU2709,S009089,16,spring2017
OTU2165,S009089,16,spring2017
OTU2835,S009089,14,spring2017
OTU4287,S009089,14,spring2017
OTU3857,S009089,14,spring2017
OTU4261,S009089,13,spring2017
OTU3664,S009089,13,spring2017
OTU2991,S009089,12,spring2017
OTU13410,S009089,11,spring2017
OTU3551,S009089,11,spring2017
OTU3766,S009089,11,spring2017
OTU5468,S009089,10,spring2017
OTU2965,S009089,10,spring2017
OTU4914,S009089,10,spring2017
OTU2564,S009089,10,spring2017
OTU8438,S009089,10,spring2017
OTU6532,S009089,9,spring2017
OTU5720,S009089,9,spring2017
OTU4446,S009089,9,spring2017
OTU6569,S009089,9,spring2017
OTU7661,S009089,8,spring2017
OTU7891,S009089,8,spring2017
OTU3597,S009089,8,spring2017
OTU3980,S009089,8,spring2017
OTU10894,S009089,8,spring2017
OTU5099,S009089,8,spring2017
OTU3203,S009089,8,spring2017
OTU4841,S009089,8,spring2017
OTU5919,S009089,7,spring2017
OTU7612,S009089,7,spring2017
OTU4238,S009089,7,spring2017
OTU5462,S009089,7,spring2017
OTU3649,S009089,7,spring2017
OTU5369,S009089,7,spring2017
OTU7269,S009089,7,spring2017
OTU4490,S009089,6,spring2017
OTU5100,S009089,6,spring2017
OTU4588,S009089,6,spring2017
OTU6710,S009089,6,spring2017
OTU4661,S009089,6,spring2017
OTU10654,S009089,6,spring2017
OTU4427,S009089,6,spring2017
OTU6063,S009089,6,spring2017
OTU6326,S009089,6,spring2017
OTU5301,S009089,6,spring2017
OTU5911,S009089,5,spring2017
OTU4992,S009089,5,spring2017
OTU11014,S009089,5,spring2017
OTU6779,S009089,5,spring2017
OTU7817,S009089,5,spring2017
OTU5031,S009089,5,spring2017
OTU16379,S009089,5,spring2017
OTU10408,S009089,5,spring2017
OTU10999,S009089,5,spring2017
OTU9649,S009089,4,spring2017
OTU9127,S009089,4,spring2017
OTU9831,S009089,4,spring2017
OTU10014,S009089,4,spring2017
OTU11029,S009089,4,spring2017
OTU7248,S009089,4,spring2017
OTU16776,S009089,4,spring2017
OTU12860,S009089,4,spring2017
OTU9785,S009089,4,spring2017
OTU6763,S009089,4,spring2017
OTU10185,S009089,4,spring2017
OTU10594,S009089,4,spring2017
OTU14706,S009089,4,spring2017
OTU10292,S009089,4,spring2017
OTU14104,S009089,4,spring2017
OTU11178,S009089,4,spring2017
OTU14363,S009089,4,spring2017
OTU6858,S009089,4,spring2017
OTU1,S009089,3,spring2017
OTU646,S009089,3,spring2017
OTU12973,S009089,3,spring2017
OTU19095,S009089,3,spring2017
OTU11295,S009089,3,spring2017
OTU11327,S009089,3,spring2017
OTU23943,S009089,3,spring2017
OTU11843,S009089,3,spring2017
OTU17945,S009089,3,spring2017
OTU16827,S009089,3,spring2017
OTU23800,S009089,3,spring2017
OTU22052,S009089,3,spring2017
OTU18475,S009089,3,spring2017
OTU12060,S009089,3,spring2017
OTU13324,S009089,3,spring2017
OTU9149,S009089,3,spring2017
OTU22922,S009089,3,spring2017
OTU13991,S009089,3,spring2017
OTU22177,S009089,3,spring2017
OTU22050,S009089,3,spring2017
OTU12713,S009089,3,spring2017
OTU14828,S009089,3,spring2017
OTU19846,S009089,3,spring2017
OTU8518,S009089,3,spring2017
OTU932,S009089,2,spring2017
OTU919,S009089,2,spring2017
OTU15673,S009089,2,spring2017
OTU16494,S009089,2,spring2017
OTU12412,S009089,2,spring2017
OTU12845,S009089,2,spring2017
OTU18573,S009089,2,spring2017
OTU19584,S009089,2,spring2017
OTU22165,S009089,2,spring2017
OTU21036,S009089,2,spring2017
OTU16759,S009089,2,spring2017
OTU18807,S009089,2,spring2017
OTU24033,S009089,2,spring2017
OTU21374,S009089,2,spring2017
OTU16324,S009089,2,spring2017
OTU12724,S009089,2,spring2017
OTU23117,S009089,2,spring2017
OTU13871,S009089,2,spring2017
OTU14635,S009089,2,spring2017
OTU23656,S009089,2,spring2017
OTU18262,S009089,2,spring2017
OTU13866,S009089,2,spring2017
OTU15101,S009089,2,spring2017
OTU17306,S009089,2,spring2017
OTU16497,S009089,2,spring2017
OTU20588,S009089,2,spring2017
OTU17751,S009089,2,spring2017
OTU18724,S009089,2,spring2017
OTU14120,S009089,2,spring2017
OTU19404,S009089,2,spring2017
OTU19379,S009089,2,spring2017
OTU17882,S009089,2,spring2017
OTU17912,S009089,2,spring2017
OTU17913,S009089,2,spring2017
OTU15895,S009089,2,spring2017
OTU14922,S009089,2,spring2017
OTU15304,S009089,2,spring2017
OTU23581,S009089,2,spring2017
OTU12902,S009089,2,spring2017
OTU17619,S009089,2,spring2017
OTU15540,S009089,2,spring2017
OTU14799,S009089,2,spring2017
OTU15920,S009089,2,spring2017
OTU23181,S009089,2,spring2017
OTU16734,S009089,2,spring2017
OTU14599,S009089,2,spring2017
OTU17438,S009089,2,spring2017
OTU20637,S009089,2,spring2017
OTU17236,S009089,2,spring2017
OTU17675,S009089,2,spring2017
OTU23711,S009089,2,spring2017
OTU11862,S009089,2,spring2017
OTU16,S009089,1,spring2017
OTU56,S009089,1,spring2017
OTU26,S009089,1,spring2017
OTU1538,S009089,1,spring2017
OTU519,S009089,1,spring2017
OTU777,S009089,1,spring2017
OTU713,S009089,1,spring2017
OTU848,S009089,1,spring2017
OTU1722,S009089,1,spring2017
OTU862,S009089,1,spring2017
OTU708,S009089,1,spring2017
OTU1460,S009089,1,spring2017
OTU2866,S009089,1,spring2017
OTU5600,S009089,1,spring2017
OTU1,S009090,6543,spring2017
OTU2,S009090,5735,spring2017
OTU32,S009090,3206,spring2017
OTU29,S009090,2324,spring2017
OTU125,S009090,1223,spring2017
OTU453,S009090,90,spring2017
OTU621,S009090,49,spring2017
OTU644,S009090,37,spring2017
OTU739,S009090,35,spring2017
OTU94,S009090,33,spring2017
OTU706,S009090,33,spring2017
OTU123,S009090,30,spring2017
OTU171,S009090,29,spring2017
OTU340,S009090,29,spring2017
OTU957,S009090,28,spring2017
OTU1011,S009090,26,spring2017
OTU815,S009090,25,spring2017
OTU1090,S009090,25,spring2017
OTU1959,S009090,25,spring2017
OTU979,S009090,24,spring2017
OTU1162,S009090,23,spring2017
OTU1077,S009090,22,spring2017
OTU836,S009090,21,spring2017
OTU1325,S009090,21,spring2017
OTU323,S009090,20,spring2017
OTU948,S009090,20,spring2017
OTU1277,S009090,20,spring2017
OTU1359,S009090,19,spring2017
OTU1091,S009090,19,spring2017
OTU1438,S009090,19,spring2017
OTU1330,S009090,19,spring2017
OTU1401,S009090,18,spring2017
OTU841,S009090,17,spring2017
OTU1341,S009090,17,spring2017
OTU1564,S009090,17,spring2017
OTU409,S009090,17,spring2017
OTU2618,S009090,17,spring2017
OTU1436,S009090,16,spring2017
OTU1337,S009090,16,spring2017
OTU1772,S009090,16,spring2017
OTU1371,S009090,15,spring2017
OTU983,S009090,15,spring2017
OTU1795,S009090,15,spring2017
OTU2921,S009090,15,spring2017
OTU1883,S009090,14,spring2017
OTU1705,S009090,14,spring2017
OTU1240,S009090,14,spring2017
OTU1300,S009090,13,spring2017
OTU1433,S009090,13,spring2017
OTU1902,S009090,13,spring2017
OTU3516,S009090,13,spring2017
OTU1489,S009090,12,spring2017
OTU1572,S009090,12,spring2017
OTU1491,S009090,12,spring2017
OTU1771,S009090,12,spring2017
OTU2039,S009090,12,spring2017
OTU2130,S009090,11,spring2017
OTU1189,S009090,10,spring2017
OTU1461,S009090,10,spring2017
OTU2331,S009090,10,spring2017
OTU1539,S009090,10,spring2017
OTU1712,S009090,10,spring2017
OTU4372,S009090,10,spring2017
OTU2138,S009090,9,spring2017
OTU2106,S009090,9,spring2017
OTU3109,S009090,9,spring2017
OTU1220,S009090,9,spring2017
OTU2017,S009090,9,spring2017
OTU3667,S009090,9,spring2017
OTU2063,S009090,9,spring2017
OTU2827,S009090,9,spring2017
OTU2341,S009090,8,spring2017
OTU5454,S009090,8,spring2017
OTU562,S009090,8,spring2017
OTU7927,S009090,8,spring2017
OTU2067,S009090,8,spring2017
OTU301,S009090,7,spring2017
OTU4761,S009090,7,spring2017
OTU3613,S009090,7,spring2017
OTU2962,S009090,7,spring2017
OTU5965,S009090,6,spring2017
OTU5367,S009090,6,spring2017
OTU2346,S009090,6,spring2017
OTU2158,S009090,6,spring2017
OTU5338,S009090,6,spring2017
OTU10763,S009090,6,spring2017
OTU2647,S009090,6,spring2017
OTU4543,S009090,6,spring2017
OTU3616,S009090,5,spring2017
OTU14393,S009090,5,spring2017
OTU3093,S009090,5,spring2017
OTU3722,S009090,5,spring2017
OTU7114,S009090,5,spring2017
OTU3296,S009090,5,spring2017
OTU3549,S009090,5,spring2017
OTU3503,S009090,5,spring2017
OTU6507,S009090,5,spring2017
OTU5173,S009090,5,spring2017
OTU3137,S009090,5,spring2017
OTU8648,S009090,5,spring2017
OTU2850,S009090,5,spring2017
OTU10750,S009090,5,spring2017
OTU6244,S009090,5,spring2017
OTU4153,S009090,4,spring2017
OTU4736,S009090,4,spring2017
OTU7635,S009090,4,spring2017
OTU4172,S009090,4,spring2017
OTU2168,S009090,4,spring2017
OTU3619,S009090,4,spring2017
OTU4553,S009090,4,spring2017
OTU2476,S009090,4,spring2017
OTU3817,S009090,4,spring2017
OTU8387,S009090,4,spring2017
OTU6544,S009090,4,spring2017
OTU3365,S009090,4,spring2017
OTU20377,S009090,4,spring2017
OTU22227,S009090,4,spring2017
OTU20594,S009090,4,spring2017
OTU16540,S009090,4,spring2017
OTU2241,S009090,3,spring2017
OTU1143,S009090,3,spring2017
OTU3872,S009090,3,spring2017
OTU2525,S009090,3,spring2017
OTU1731,S009090,3,spring2017
OTU579,S009090,3,spring2017
OTU1208,S009090,3,spring2017
OTU1799,S009090,3,spring2017
OTU1182,S009090,3,spring2017
OTU23312,S009090,3,spring2017
OTU21418,S009090,3,spring2017
OTU3741,S009090,3,spring2017
OTU4485,S009090,3,spring2017
OTU5583,S009090,3,spring2017
OTU9571,S009090,3,spring2017
OTU5685,S009090,3,spring2017
OTU6170,S009090,3,spring2017
OTU3116,S009090,3,spring2017
OTU3334,S009090,3,spring2017
OTU8632,S009090,3,spring2017
OTU12309,S009090,3,spring2017
OTU3354,S009090,3,spring2017
OTU8293,S009090,3,spring2017
OTU22434,S009090,3,spring2017
OTU2712,S009090,3,spring2017
OTU7380,S009090,3,spring2017
OTU8868,S009090,3,spring2017
OTU21623,S009090,3,spring2017
OTU17880,S009090,3,spring2017
OTU5461,S009090,3,spring2017
OTU7967,S009090,3,spring2017
OTU7966,S009090,3,spring2017
OTU5568,S009090,3,spring2017
OTU4795,S009090,3,spring2017
OTU3395,S009090,3,spring2017
OTU23733,S009090,3,spring2017
OTU14275,S009090,3,spring2017
OTU162,S009090,2,spring2017
OTU4435,S009090,2,spring2017
OTU9008,S009090,2,spring2017
OTU1373,S009090,2,spring2017
OTU21332,S009090,2,spring2017
OTU540,S009090,2,spring2017
OTU560,S009090,2,spring2017
OTU675,S009090,2,spring2017
OTU904,S009090,2,spring2017
OTU9687,S009090,2,spring2017
OTU188,S009090,2,spring2017
OTU15592,S009090,2,spring2017
OTU9295,S009090,2,spring2017
OTU400,S009090,2,spring2017
