"OTU.ID","Sample","Reads"
"OTU497","S009044",1
"OTU366","S009044",1
"OTU420","S009044",1
"OTU339","S009044",4
"OTU632","S009044",1
"OTU424","S009044",2
"OTU446","S009044",1
"OTU434","S009044",1
"OTU551","S009044",1
"OTU532","S009044",1
"OTU812","S009044",2
"OTU875","S009044",19
"OTU297","S009055",1
"OTU281","S009055",2
"OTU420","S009055",1
"OTU339","S009055",1
"OTU632","S009055",2
"OTU671","S009055",1
"OTU361","S009055",1
"OTU434","S009055",1
"OTU134","S009055",113
"OTU417","S009055",2
"OTU551","S009055",1
"OTU872","S009055",1
"OTU609","S009055",1
"OTU208","S009055",5
"OTU505","S009055",2
"OTU4","S009054",1
"OTU15","S009054",1587
"OTU297","S009054",2
"OTU497","S009054",3
"OTU366","S009054",2
"OTU420","S009054",2
"OTU339","S009054",3
"OTU632","S009054",2
"OTU424","S009054",1
"OTU671","S009054",3
"OTU361","S009054",5
"OTU446","S009054",3
"OTU405","S009054",1
"OTU305","S009054",1
"OTU417","S009054",1
"OTU551","S009054",2
"OTU380","S009054",2
"OTU465","S009054",1
"OTU532","S009054",1
"OTU872","S009054",1
"OTU182","S009054",5
